CFS #,Description,Size,Length,Chop,Join,group
54554719,Frida Xolo Nero Embossed Flora Block,1 15/16,16.89,27.02,35.14,Wood
54554720,Frida Iron Retablo Embossed Flora Block,1 15/16,16.89,27.02,35.14,Wood
54554721,Frida Diego Bronze Embossed Flora Block,1 15/16,16.89,27.02,35.14,Wood
54554722,Frida Aztec Gold Embossed Flora Block,1 15/16,16.89,27.02,35.14,Wood
54554723,Frida Calla Lily Embossed Flora Block,1 15/16,16.89,27.02,35.14,Wood
54554725,Frida Black Magic Embossed Flora Cap,11/16,9.90,15.84,20.60,Wood
54554726,Frida Xolo Nero Embossed Flora Cap,11/16,9.90,15.84,20.60,Wood
54554727,Frida Mole Rojo Embossed Flora Cap,11/16,9.90,15.84,20.60,Wood
54554728,Frida Casa Azul Embossed Flora Cap,11/16,9.90,15.84,20.60,Wood
54554729,Frida Corazon Embossed Flora Cap,11/16,9.90,15.84,20.60,Wood
54554730,Frida Quinceanera Embossed Flora Cap,11/16,9.90,15.84,20.60,Wood
54554731,Frida Marigold Embossed Flora Cap,11/16,9.90,15.84,20.60,Wood
54554732,Frida Iron Retablo Embossed Flora Cap,11/16,9.90,15.84,20.60,Wood
54554733,Frida Diego Bronze Embossed Flora Cap,11/16,9.90,15.84,20.60,Wood
54554734,Frida Aztec Gold Embossed Flora Cap,11/16,9.90,15.84,20.60,Wood
54554735,Frida Calla Lily Embossed Flora Cap,11/16,9.90,15.84,20.60,Wood
54554737,Frida Nopales Embossed Flora Cap,11/16,9.90,15.84,20.60,Wood
54554738,Bungalow Ebony Black Diamond Block,1 1/2,23.04,37.10,48.22,Wood
54554739,Bungalow Buffalo Brown Diamond Block,1 1/2 ,23.04,37.10,48.22,Wood
54554740,Bungalow Eggshell White Diamond Block,1 1/2 ,23.04,37.10,48.22,Wood
54570006,Black Deco Groove w/Bead,1 13/16,12.72,20.49,26.52,Wood
54570007,Champagne Deco Groove w/Bead,1 13/16,12.72,20.49,26.52,Wood
54570008,Silver Deco Groove w/Bead,1 13/16,12.72,20.49,26.52,Wood
54570010,Tiny Black Deco Groove,13/16,8.09,13.01,16.90,Wood
54570011,Tiny Champagne Deco Groove,13/16,8.09,13.01,16.90,Wood
54570012,Tiny Silver Deco Groove,13/16,8.09,13.01,16.90,Wood
54580230,Sumi Small Kabuki White,3/4,7.18,11.49,14.91,Wood
54580231,Sumi Small Hibachi Charcoal,3/4,7.18,11.49,14.91,Wood
54580232,Sumi Small Samurai Smoke,3/4,7.18,11.49,14.91,Wood
54580233,Sumi Small Miso Brown,3/4,7.18,11.49,14.91,Wood
54580234,Sumi Medium Kabuki White,1 3/8,9.66,15.50,20.13,Wood
54580235,Sumi Medium Hibachi Charcoal,1 3/8,9.66,15.50,20.13,Wood
54580236,Sumi Medium Samurai Smoke,1 3/8,9.66,15.50,20.13,Wood
54580237,Sumi Medium Miso Brown,1 3/8,9.66,15.50,20.13,Wood
54590001,White Bijou w/Silver,3/4,7.82,12.57,16.26,Wood
54590002,Red Bijou w/Silver,3/4,9.62,15.46,20.01,Wood
54590003,Green Bijou w/Gold,3/4,9.62,15.46,20.01,Wood
54590004,Blue Bijou w/Silver,3/4,9.62,15.46,20.01,Wood
54590005,Grey Bijou w/Silver,3/4,9.62,15.46,20.01,Wood
54590006,Taupe Bijou w/Gold,3/4,9.62,15.46,20.01,Wood
54590007,Black Bijou w/Silver,3/4,9.62,15.46,20.01,Wood
54590008,Black Bijou w/Bronze,3/4,9.62,15.46,20.01,Wood
54618514,Purple with Blue Marquetry,3/4,13.62,21.80,28.32,Wood
54618528,Red with Multi Marquetry,3/4,13.62,21.80,28.32,Wood
54618540,"Red, Black Checkerboard",3/4,13.09,20.98,27.21,Wood
54618584,Blue Piano Keys Marquetry,1 1/8,16.29,26.13,33.90,Wood
54618585,Black & White Piano Keys Marquetry,1 1/8,16.29,26.13,33.90,Wood
54618636,Black with Multi Marquetry,3/4,13.74,22.07,28.58,Wood
54618642,Small Cool Mint,3/4,12.62,20.33,26.22,Wood
54618643,Small Cappuccino,3/4,12.62,20.33,26.22,Wood
54618645,Small Grape Jelly,3/4,12.62,20.33,26.22,Wood
54618646,Small Jalapeno,3/4,12.62,20.33,26.22,Wood
54618647,Small Buttered Popcorn,3/4,12.62,20.33,26.22,Wood
54618648,Small Berry Blue,3/4,12.62,20.33,26.22,Wood
54618667,Pearl & Charcoal,1 1/8,17.81,28.62,37.08,Wood
54618681,White Hearts,3/4,13.50,21.59,28.05,Wood
54618703,Small Sky Blue Parade,3/4,11.67,18.68,24.26,Wood
54618704,Small Grass Green Parade,3/4,11.67,18.68,24.26,Wood
54618705,Small Eggplant Parade,3/4,11.67,18.68,24.26,Wood
54618706,Small Sunshine Parade,3/4,11.67,18.68,24.26,Wood
54618707,Small Pistachio Parade,3/4,11.67,18.68,24.26,Wood
54618708,Small Pink Carnation Parade,3/4,11.67,18.68,24.26,Wood
54618709,Small Marmalade Parade,3/4,11.67,18.68,24.26,Wood
54618710,Small Rose Red Parade,3/4,11.67,18.68,24.26,Wood
54618712,Calzini Medium Angora Ermine Chevron,1 1/8,14.37,23.00,29.88,Wood
54618713,Calzini Medium Sable Ermine Chevron,1 1/8,14.37,23.00,29.88,Wood
54618714,Calzini Small Angora Ermine Chevron,3/4,10.15,16.27,21.04,Wood
54618715,Calzini Small Sable Ermine Chevron,3/4,10.15,16.27,21.04,Wood
54618716,Medium Rainbow Parade,1 1/8,14.68,23.50,30.53,Wood
54618717,Small Rainbow Parade,3/4,11.10,17.77,23.08,Wood
54620001,Forged Silvered Steel Scoop w/Natural Oak Sides,1 15/16,23.74,38.22,49.69,Wood
54620002,Forged Pewtered Steel Scoop w/Grey Ash Sides,1 15/16,23.74,38.22,49.69,Wood
54620003,Forged Golden Steel Scoop w/Bronze Ash Sides,1 15/16,23.74,38.22,49.69,Wood
54620004,Forged Blackened Steel Scoop w/Ebony Walnut Sides,1 15/16 ,23.74,38.22,49.69,Wood
54620005,Forged Silvered Steel Cap w/Natural Oak,1,16.07,25.88,33.63,Wood
54620006,Forged Pewtered Steel Cap w/Grey Ash,1,16.07,25.88,33.63,Wood
54620007,Forged Golden Steel Cap w/Bronze Ash,1,16.07,25.88,33.63,Wood
54620008,Forged Blackened Steel Cap w/Ebony Walnut,1,16.07,25.88,33.63,Wood
54620009,Forged Silvered Steel Angle w/Natural Oak Sides,11/16,9.20,14.80,19.25,Wood
54620010,Forged Pewtered Steel Angle w/Grey Ash Sides,11/16,9.20,14.80,19.25,Wood
54620011,Forged Golden Steel Angle w/Bronze Ash Sides,11/16,9.20,14.80,19.25,Wood
54620012,Forged Blackened Steel Angle w/Ebony Walnut Sides,11/16,9.20,14.80,19.25,Wood
54720062,Ruby on Crimson Large Angle,1 1/8,11.50,18.40,23.87,Wood
54720063,Pearl on Clay Large Angle,1 1/8,11.50,18.40,23.87,Wood
54720064,Grey on Grey Large Angle,1 1/8,11.50,18.40,23.87,Wood
54720065,Indigo on Cobalt Large Angle,1 1/8,11.50,18.40,23.87,Wood
54720066,Violet on Purple Large Angle,1 1/8,11.50,18.40,23.87,Wood
54720069,Ruby on Crimson Small Angle,3/4,9.19,14.75,19.08,Wood
54720070,Pearl on Clay Small Angle,3/4,9.19,14.75,19.08,Wood
54720071,Grey on Grey Small Angle,3/4,9.19,14.75,19.08,Wood
54720072,Indigo on Cobalt Small Angle,3/4,9.19,14.75,19.08,Wood
54720073,Violet on Purple Small Angle,3/4,9.19,14.75,19.08,Wood
54720123,Varis Wide Black Ice,2 7/8,15.73,25.26,32.70,Wood
54720124,Varis Wide Polar Ice,2 7/8,15.73,25.26,32.70,Wood
54720125,Varis Black Ice Cap,1 1/8,11.10,17.85,23.03,Wood
54720126,Varis Polar Ice Cap,1 1/8,11.10,17.85,23.03,Wood
54734959,Smoked Bronze Waves,3/4,11.35,18.18,23.62,Wood
54734960,Milk Chocolate Waves,3/4,11.35,18.18,23.62,Wood
54734961,Bright Yellow Waves,3/4,10.66,17.06,22.19,Wood
54734962,Bright Orange Waves,3/4,10.66,17.06,22.19,Wood
54734963,Purple Waves,3/4,10.66,17.06,22.19,Wood
54734964,Green Waves,3/4,10.66,17.06,22.19,Wood
54734965,Blue Waves,3/4,10.66,17.06,22.19,Wood
54734966,Bright Red Waves,3/4,10.66,17.06,22.19,Wood
54734967,Black Waves,3/4,10.66,17.06,22.19,Wood
54734968,White Waves,3/4,10.66,17.06,22.19,Wood
54734971,Smoked Bronze Leaves,3/4,11.35,18.18,23.62,Wood
54734977,Hand Pressed Silver Leaf,3/4,7.78,12.59,16.14,Wood
54734978,Hand Pressed Gold Leaf,3/4,7.78,12.59,16.14,Wood
54734979,Hand Pressed Silver Leaf,1 7/16,9.90,15.87,20.63,Wood
54734980,Hand Pressed Gold Leaf,1 7/16,9.90,15.87,20.63,Wood
54734981,Soft Dimple Black Clay,3/4,7.41,11.96,15.46,Wood
54734982,Woven Impressions Black Clay,3/4,7.41,11.96,15.46,Wood
54734983,Hand Pressed Black Clay,3/4,7.41,11.96,15.46,Wood
54734984,Soft Dimple Black Clay,1 7/16,11.13,17.82,23.15,Wood
54734985,Woven Impressions Black Clay,1 7/16,11.13,17.82,23.15,Wood
54734986,Hand Pressed Black Clay,1 7/16,11.13,17.82,23.15,Wood
54734987,Woven Impressions Silver Leaf,3/4,7.41,11.96,15.46,Wood
54734988,Soft Dimple Silver Leaf,3/4,7.41,11.96,15.46,Wood
54734993,Oaxaca Rusted Tin Roof Angle,1,12.38,19.84,25.84,Wood
54734994,Oaxaca Matte Black Roof Angle,1,8.43,13.63,17.47,Wood
54734995,Oaxaca Rusted Black Tin Roof Angle,1,8.43,13.63,17.47,Wood
54734996,Oaxaca Rusted Tin Cap w/Dots,1,11.19,17.93,23.35,Wood
54734997,Oaxaca Rusted Black Tin Cap w/Dots,1,7.94,12.80,16.56,Wood
54734999,Oaxaca Harlequin Rusted Black Tin Cap,1,7.56,12.19,15.77,Wood
54735021,Diana Earl Grey Angle Cap,1,10.10,16.16,20.96,Wood
54735022,Diana Coral Evening Gown Angle Cap,1,10.10,16.16,20.96,Wood
54735030,Diana Black Marble Hall Cap,15/16,7.96,12.72,16.54,Wood
54735031,Diana White Marble Hall Cap,15/16,7.96,12.72,16.54,Wood
54735032,Diana Black Marble Hall Petite Cap,1/2,6.46,10.35,13.47,Wood
54735033,Diana White Marble Hall Petite Cap,1/2,6.46,10.35,13.47,Wood
54740001,Kubik Chroma Grey White Cube,13/16,9.49,15.20,19.76,Wood
54740002,Kubik Faded Fjord White Cube,13/16,9.49,15.20,19.76,Wood
54740003,Kubik Luna White Cube,13/16,9.49,15.20,19.76,Wood
54740004,Kubik Bare Birch White Cube,13/16,9.49,15.20,19.76,Wood
54740005,Kubik Chroma Grey White Tall Cap,1,14.14,22.66,29.36,Wood
54740006,Kubik Faded Fjord White Tall Cap,1,14.14,22.66,29.36,Wood
54740007,Kubik Luna White Tall Cap,1,14.14,22.66,29.36,Wood
54740008,Kubik Bare Birch White Tall Cap,1,14.14,22.66,29.36,Wood
54740009,Aurora Black Borealis Block,1 3/16,11.20,17.94,23.28,Wood
54740010,Aurora Grey Galaxy Block,1 3/16,11.20,17.94,23.28,Wood
54740011,Aurora Solar Silver Block,1 3/16,11.20,17.94,23.28,Wood
54740012,Aurora Mauvelous Mercury Block,1 3/16,11.20,17.94,23.28,Wood
54740013,Aurora Sun Flare Gold Block,1 3/16,11.20,17.94,23.28,Wood
54740014,Aurora Grey Galaxy Cap,3/4,10.87,17.51,22.68,Wood
54740015,Aurora Solar Silver Cap,3/4,10.87,17.51,22.68,Wood
54740016,Aurora Mauvelous Mercury Cap,3/4,10.87,17.51,22.68,Wood
54740017,Aurora Sun Flare Gold Cap,3/4,10.87,17.51,22.68,Wood
54740031,Aurora Black Borealis Cap,3/4,10.87,17.51,22.68,Wood
54740032,Hi-Fi Groovy Vintage Vinyl,15/16,9.33,14.96,19.40,Wood
54740033,Hi-Fi Groovy Marvin Grey,15/16,9.33,14.96,19.40,Wood
54740034,Hi-Fi Groovy Smokey Brown,15/16,9.33,14.96,19.40,Wood
54740035,Hi-Fi Groovy Tina Tanner,15/16,9.33,14.96,19.40,Wood
54740036,Hi-Fi Groovy Barry White,15/16,9.33,14.96,19.40,Wood
54740037,Kubik Stone Oak White Cube,13/16,9.46,15.24,19.80,Wood
54740038,Kubik Autumn Walnut White Cube,13/16,9.46,15.24,19.80,Wood
54740039,Kubik Sturdy Cherry White Cube,13/16,9.46,15.24,19.80,Wood
54740040,Kubik Woodland Walnut White Cube,13/16,9.46,15.24,19.80,Wood
54740041,Kubik Stone Oak White Tall Cap,1,14.10,22.71,29.51,Wood
54740042,Kubik Autumn Walnut White Tall Cap,1,14.10,22.71,29.51,Wood
54740043,Kubik Sturdy Cherry White Tall Cap,1,14.10,22.71,29.51,Wood
54740044,Kubik Woodland Walnut White Tall Cap,1,14.10,22.71,29.51,Wood
54740045,Kubik Chroma Grey White Block,1 3/16,11.66,18.78,24.41,Wood
54740046,Kubik Faded Fjord White Block,1 3/16,11.66,18.78,24.41,Wood
54740047,Kubik Luna White Block,1 3/16,11.66,18.78,24.41,Wood
54740048,Kubik Bare Birch White Block,1 3/16,11.66,18.78,24.41,Wood
54740049,Kubik Stone Oak White Block,1 3/16,11.66,18.78,24.41,Wood
54740050,Kubik Autumn Walnut White Block,1 3/16,11.66,18.78,24.41,Wood
54740051,Kubik Sturdy Cherry White Block,1 3/16,11.66,18.78,24.41,Wood
54740052,Kubik Woodland Walnut White Block,1 3/16,11.66,18.78,24.41,Wood
54740053,Bungalow Oak Lip on Buff Beige,3/4,9.57,15.41,20.04,Wood
54740054,Bungalow Oak Lip on Minted Sage,3/4,9.57,15.41,20.04,Wood
54740055,Bungalow Oak Lip on Sesame Grey,3/4,9.57,15.41,20.04,Wood
54740056,Bungalow Oak Lip on Peony Pink,3/4,9.57,15.41,20.04,Wood
54740057,Bungalow Oak Lip on Eggshell White,3/4,9.57,15.41,20.04,Wood
54740058,Bungalow Oak Lip on Golden Mustard,3/4,9.57,15.41,20.04,Wood
54740059,Bungalow Walnut Lip on Buff Beige,3/4,9.57,15.41,20.04,Wood
54740060,Bungalow Walnut Lip on Ebony Black,3/4,9.57,15.41,20.04,Wood
54740061,Bungalow Walnut Lip on Indigo Blue,3/4,9.57,15.41,20.04,Wood
54740062,Bungalow Walnut Lip on Orange Burst,3/4,9.57,15.41,20.04,Wood
54770001,Varis Silver Cap w/Black Ice Side,13/16,12.46,19.95,25.96,Wood
54770002,Varis Silver Cap w/Arctic White Side,13/16,12.46,19.95,25.96,Wood
54770003,Varis Silver Cap w/Reindeer Side,13/16,12.46,19.95,25.96,Wood
54770004,Varis Silver Cap w/Viking Grey Side,13/16,12.46,19.95,25.96,Wood
54770005,Varis Wintergreen Silver Cap,11/16,10.41,16.70,21.66,Wood
54770006,Varis Baltic Blue Silver Cap,11/16,10.41,16.70,21.66,Wood
54770007,Varis Goldenrod Silver Cap,11/16,10.41,16.70,21.66,Wood
54770008,Varis Viking Grey Silver Cap,11/16,10.41,16.70,21.66,Wood
54770021,Tizon Black Earth Cap,7/8,12.85,20.55,26.70,Wood
54770022,Tizon Sandstone Cap,7/8,12.85,20.55,26.70,Wood
54770023,Tizon Deep Canyon Cap,7/8,12.85,20.55,26.70,Wood
54770024,Tizon Sage Grey Cap,7/8,12.85,20.55,26.70,Wood
54770025,Tizon Alabaster Cap,7/8,12.85,20.55,26.70,Wood
54770028,Tizon Deep Canyon Block,1 11/16,17.18,27.49,35.71,Wood
54770029,Tizon Sage Grey Block,1 11/16,17.18,27.49,35.71,Wood
54770031,Varis Black Ice Metallic Cube,3/4,7.53,12.13,15.77,Wood
54770032,Varis Arctic White Metallic Cube,3/4,7.53,12.13,15.77,Wood
54770033,Varis Wintergreen Metallic Cube,3/4,7.53,12.13,15.77,Wood
54770034,Varis Reindeer Metallic Cube,3/4,7.53,12.13,15.77,Wood
54770035,Varis Baltic Blue Metallic Cube,3/4,7.53,12.13,15.77,Wood
54770036,Varis Frosted Plum Metallic Cube,3/4,7.53,12.13,15.77,Wood
54770037,Varis Black Ice Metallic Scoop,3/4,12.78,20.58,26.76,Wood
54770038,Varis Arctic White Metallic Scoop,3/4,12.78,20.58,26.76,Wood
54770039,Varis Wintergreen Metallic Scoop,3/4,12.78,20.58,26.76,Wood
54770040,Varis Reindeer Metallic Scoop,3/4,12.78,20.58,26.76,Wood
54770041,Varis Baltic Blue Metallic Scoop,3/4,12.78,20.58,26.76,Wood
54770042,Varis Frosted Plum Metallic Scoop,3/4,12.78,20.58,26.76,Wood
54780053,Vesuvio Volcanic Black Scoop,3 1/2,21.22,34.05,44.14,Wood
54780054,Vesuvio Excavation Silver Scoop,3 1/2,28.07,45.02,58.46,Wood
54780055,Vesuvio Excavatio Gold Scoop,2,19.29,30.85,40.07,Wood
54780056,Vesuvio White Ash Scoop,2,15.09,24.12,31.29,Wood
54780057,Vesuvio Volcanic Black Scoop,2,15.09,24.12,31.29,Wood
54780058,Vesuvio Excavation Silver Scoop,2,19.29,30.85,40.07,Wood
54780086,Porter Silver Steamer Trunk,1 5/8,14.78,23.66,30.75,Wood
54780088,Porter Silver Steamer Trunk,2 1/2,20.11,32.18,41.83,Wood
571001,Gold,9/16,2.46,3.94,5.12,Wood
571002,Silver,9/16,2.46,3.94,5.12,Wood
571340,Perla Flat White,1 5/8,11.76,18.83,24.44,Wood
571341,Perla Flat Gold,1 5/8,11.76,18.83,24.44,Wood
571384,Gold Leaf D'Orsay,1 3/4,11.98,19.17,24.92,Wood
571385,Silver Leaf D'Orsay,1 3/4,11.98,19.17,24.92,Wood
6237,Gold Scoop Broken Leaf Fillet,5/16,2.28,5.11,,Fillet
6241,Gold Thin Broken Leaf Fillet,5/16,2.28,5.11,,Fillet
6292,Black Lacquer,1 1/2,6.95,13.47,17.53,Wood
6355,Rev Bkn Gold w/Ornate Lip,1,4.55,8.67,11.39,Wood
6375,Ant Gold Cap,5/8,3.78,7.64,10.03,Wood
6377,Ant Gold Cap,3/4,4.60,8.79,11.47,Wood
6413,Broken Gold w/Bead,1,4.82,9.74,12.84,Wood
64100723,Silver w/Black Back,2,4.27,7.28,9.51,Wood
64100823,Silver w/Black Back,3,6.99,11.91,15.55,Wood
6414110,Satin Gold,1 5/8,4.13,7.02,9.13,Wood
6414111,Bronze Gold,1 5/8,4.13,7.02,9.13,Wood
6414121,Espresso,1 5/8,4.13,7.02,9.13,Wood
64141233,Warm Silver,1 5/8,4.13,7.02,9.13,Wood
6414133,Stainless Steel,1 5/8,4.13,7.02,9.13,Wood
6414142,Bleached Natural Woodgrain,1 5/8,4.13,7.02,9.13,Wood
6414153,Silver w/Black Lines,1 5/8,4.13,7.02,9.13,Wood
6414173,Silver,1 5/8,4.13,7.02,9.13,Wood
6414193,Satin Silver,1 5/8,4.13,7.02,9.13,Wood
6414329,Large Black,2 3/4,6.35,10.92,14.14,Wood
6414502,Glossy White,1 1/4,2.42,4.12,5.36,Wood
6414509,Glossy Black,1 1/4,2.42,4.12,5.36,Wood
6414530,Brass,1 1/4,2.01,3.37,4.48,Wood
6414533,Stainless Steel,1 1/4,2.01,3.37,4.48,Wood
6414573,Silver,1 1/4,2.01,3.37,4.48,Wood
6414593,Satin Silver,1 1/4,2.01,3.37,4.48,Wood
6415533,Flat Stainless Steel,3 7/8,7.77,13.30,17.23,Wood
6416421,Contemporary Light Walnut,1 5/16,2.22,3.77,4.93,Wood
6416424,Contemporary Burgandy,1 5/16,2.22,3.77,4.93,Wood
6416425,Contemporary Walnut,1 5/16,2.22,3.77,4.93,Wood
6416521,Contemporary Light Walnut,1 3/4,3.24,5.59,7.28,Wood
6416524,Contemporary Burgandy,1 3/4,3.24,5.59,7.28,Wood
6416525,Contemporary Walnut,1 3/4,3.24,5.59,7.28,Wood
6420320,Ornate Gold,2 3/8,5.08,8.67,11.34,Wood
6420323,Ornate Silver,2 3/8,5.08,8.67,11.34,Wood
6421120,Gold Reverse,3 1/8,12.40,21.32,27.72,Wood
6422553,Silver w/Black Lines,2 3/8,4.77,8.20,10.65,Wood
6424029,Matte Black,1,5.80,9.98,12.99,Wood
6424042,Bleached Natural Woodgrain,1,6.12,10.51,13.59,Wood
6424050,Shiny Gold Deep Cap,1,6.12,10.51,13.59,Wood
6424053,Silver w/Black Lines Deep Cap,1,6.12,10.51,13.59,Wood
6424071,Walnut Woodgrain Deep Cap,1,6.12,10.51,13.59,Wood
6424072,Off White Woodgrain Deep Cap,1,6.12,10.51,13.59,Wood
6424078,Grey Woodgrain Deep Cap,1,6.12,10.51,13.59,Wood
6424079,Black Woodgrain Deep Cap,1,6.12,10.51,13.59,Wood
6424081,Dark Walnut Woodgrain Deep Cap,1,6.12,10.51,13.59,Wood
6424082,Natural Woodgrain Deep Cap ,1,6.12,10.51,13.59,Wood
6424088,Charcoal Woodgrain Deep Cap,1,6.12,10.51,13.59,Wood
6424110,Tall Cap Satin Gold,1 1/4,5.72,9.81,12.76,Wood
6424111,Tall Cap Bronze Gold,1 1/4,5.72,9.81,12.76,Wood
6424113,Tall Cap Satin Dark Silver,1 1/4,5.72,9.81,12.76,Wood
6424115,Tall Cap Satin Bronze,1 1/4,5.72,9.81,12.76,Wood
6424121,Tall Cap Espresso,1 1/4,5.72,9.81,12.76,Wood
6424130,Tall Cap Bright Gold,1 1/4,5.72,9.81,12.76,Wood
6424133,Tall Cap Stainless Steel,1 1/4,5.72,9.81,12.76,Wood
6424153,Tall Cap Antique Silver,1 1/4,5.75,9.78,12.71,Wood
6424155,Tall Cap Antique Gold,1 1/4,5.75,9.78,12.71,Wood
6424173,Tall Cap Silver,1 1/4,5.72,9.81,12.76,Wood
6424193,Tall Cap Satin Silver,1 1/4,5.72,9.81,12.76,Wood
6424771,Walnut Woodgrain Deep Cap,3/4,2.54,4.35,5.60,Wood
6424772,Off White Woodgrain Deep Cap,3/4,2.54,4.35,5.60,Wood
6424778,Grey Woodgrain Deep Cap,3/4,2.54,4.35,5.60,Wood
6424779,Black Woodgrain Deep Cap,3/4,2.54,4.35,5.60,Wood
6424781,Dark Walnut Woodgrain Deep Cap,3/4,2.54,4.35,5.60,Wood
6424782,Natural Woodgrain Deep Cap ,3/4,2.54,4.35,5.60,Wood
6424788,Charcoal Woodgrain Deep Cap,3/4,2.54,4.35,5.60,Wood
6425233,Stainless Flat,2,3.70,6.32,8.14,Wood
6425271,Walnut Woodgrain Flat,2,4.43,7.57,9.79,Wood
6425272,Off White Woodgrain Flat,2,4.43,7.57,9.79,Wood
6425278,Grey Woodgrain Flat,2,4.43,7.57,9.79,Wood
6425279,Black Woodgrain Flat,2,4.43,7.57,9.79,Wood
6425281,Dark Walnut Woodgrain Flat,2,4.43,7.57,9.79,Wood
6425282,Natural Woodgrain Flat ,2,4.43,7.57,9.79,Wood
6425288,Charcoal Woodgrain Flat,2,4.43,7.57,9.79,Wood
6425302,Large Flat Glossy White,3,6.32,10.75,13.97,Wood
6425309,Large Flat Glossy Black,3,6.32,10.75,13.97,Wood
6425321,Large Flat Espresso,3,5.32,9.11,11.77,Wood
6425323,Large Flat Silver,3,5.32,9.11,11.77,Wood
6425333,Large Flat Pattern Silver,3,5.32,9.11,11.77,Wood
6425343,Large Flat Stainless Silver,3,5.32,9.11,11.77,Wood
6426621,Square Espresso w/Silver Lines,1,2.63,4.50,5.89,Wood
6426622,Square White w/Silver Lines,1,2.63,4.50,5.89,Wood
6426629,Square Black w/Silver Lines,1,2.63,4.50,5.89,Wood
6426721,Flat Espresso w/Silver Lines,1 7/8,4.00,6.86,8.83,Wood
6426722,Flat White w/Silver Lines,1 7/8,4.00,6.86,8.83,Wood
6426729,Flat Black w/Silver Lines,1 7/8,4.00,6.86,8.83,Wood
6426738,Flat Dark Grey w/Silver Lines,1 7/8,4.00,6.86,8.83,Wood
6429710,Satin Gold w/Deep Bevel Lip,7/8,4.37,7.43,9.66,Wood
64297108,Rustic Grey w/Blue w/Bevel Lip,7/8,4.37,7.43,9.66,Wood
6429711,Bronze w/Deep Bevel Lip,7/8,4.37,7.43,9.66,Wood
64297111,Rustic Dark Brown w/Bevel Lip,7/8,4.37,7.43,9.66,Wood
64297112,Rustic White Wash Grey w/Bevel Lip,7/8,4.37,7.43,9.66,Wood
64297118,Rustic Dark Grey w/Bevel Lip,7/8,4.37,7.43,9.66,Wood
6429715,Satin Bronze w/Deep Bevel Lip,7/8,4.37,7.43,9.66,Wood
6429722,Matte White w/Deep Bevel Lip,7/8,4.37,7.43,9.66,Wood
6429723,Silver w/Deep Bevel Lip,7/8,4.37,7.43,9.66,Wood
6429729,Matte Black w/Deep Bevel Lip,7/8,4.37,7.43,9.66,Wood
6429742,Bleached Natural Woodgrain w/Bevel Lip,7/8,4.37,7.43,9.66,Wood
6429750,Shiny Gold w/Bevel Lip,7/8,4.37,7.43,9.66,Wood
6429753,Silver w/Black Lines w/Bevel Lip,7/8,4.37,7.43,9.66,Wood
6429771,Walnut Woodgrain w/Deep Bevel Lip,7/8,4.43,7.57,9.79,Wood
6429772,Off White Woodgrain w/Deep Bevel Lip,7/8,4.43,7.57,9.79,Wood
6429778,Grey Woodgrain w/Deep Bevel Lip,7/8,4.43,7.57,9.79,Wood
6429779,Black Woodgrain w/Deep Bevel Lip,7/8,4.43,7.57,9.79,Wood
6429781,Dark Walnut Woodgrain w/Deep Bevel Lip,7/8,4.43,7.57,9.79,Wood
6429782,Natural Woodgrain w/Deep Bevel Lip ,7/8,4.43,7.57,9.79,Wood
6429788,Charcoal Woodgrain w/Deep Bevel Lip,7/8,4.43,7.57,9.79,Wood
6430111,Bronze Floater,1/2,4.36,7.44,9.67,Wood
6430113,Satin Pewter Floater,1/2,4.36,7.44,9.67,Wood
6430118,Charcoal Floater,1/2,4.36,7.44,9.67,Wood
6430121,Espresso Floater,1/2,4.36,7.44,9.67,Wood
6430122,White Floater,1/2,4.36,7.44,9.67,Wood
6430129,Black Floater,1/2,4.36,7.44,9.67,Wood
6430131,Walnut Floater,1/2,4.36,7.44,9.67,Wood
6430133,Stainless Steel Floater,1/2,4.69,7.99,10.39,Wood
6430138,Burnished Bronze Floater,1/2,4.36,7.44,9.67,Wood
6430173,Silver Floater,1/2,4.36,7.44,9.67,Wood
6430193,Satin Silver Floater,1/2,4.36,7.44,9.67,Wood
64306233,Warm Silver Floater,1 3/4,3.70,6.32,8.14,Wood
6430633,Pattern Silver Floater,1 3/4,3.70,6.32,8.14,Wood
6430638,Burnished Bronze Floater,5/8,3.70,6.32,8.14,Wood
6430673,Silver Floater,5/8,3.70,6.32,8.14,Wood
6430693,Satin Silver Floater,5/8,3.70,6.32,8.14,Wood
6430721,Large Espresso Floater,2 3/4,8.09,13.88,17.96,Wood
6430729,Large Black Floater,2 3/4,8.09,13.88,17.96,Wood
64308301,Natural Linen w/Gold,1 1/4,3.31,5.35,6.86,Wood
64308401,White Linen w/Gold,1 1/4,3.31,5.35,6.86,Wood
64311401,White Linen w/Gold Lip,2,4.68,7.55,9.75,Wood
64312301,Natural Linen Liner,1 1/4,2.97,4.81,6.16,Liner
64312401,White Linen Liner,1 1/4,2.97,4.81,6.16,Liner
64313301,Natural Linen Liner,2,4.17,6.70,8.64,Liner
64313401,White Linen Liner,2,4.17,6.70,8.64,Liner
64315301,Natural Linen Liner,3/4,2.81,4.51,5.88,Liner
64315401,White Linen Liner,3/4,2.81,4.51,5.88,Liner
64316301,Natural Linen Liner,3,4.92,8.44,10.96,Liner
64316401,White Linen Liner,3,4.92,8.44,10.96,Liner
6431729,Black Floater,1 5/8,4.43,7.57,9.79,Wood
6431730,Gold Floater,1 5/8,4.43,7.57,9.79,Wood
6431773,Silver Floater,1 5/8,4.43,7.57,9.79,Wood
