Code,Description,Width,rabbet,category,Cost,chop,group
1860BR,30x20mm Bronze Firenze Scoop Moulding,30,7,Bronze,6.42,12.83,Wood
1860GD,30x20mm Gold Firenze Scoop Moulding,30,7,Gold,6.42,12.83,Wood
1860PT,30x20mm Pewter Firenze Scoop Moulding,30,7,Pewter,6.42,12.83,Wood
1860SI,30x20mm Silver Firenze Scoop Moulding,30,7,Silver,6.42,12.83,Wood
1861BR,55x29mm Bronze Firenze Scoop Moulding,55,10,Bronze,12.18,24.36,Wood
1861GD,55x29mm Gold Firenze Scoop Moulding,55,10,Gold,12.18,24.36,Wood
1861PT,55x29mm Pewter Firenze Scoop Moulding,55,10,Pewter,12.18,24.36,Wood
1861SI,55x29mm Silver Firenze Scoop Moulding,55,10,Silver,12.18,24.36,Wood
2001GD,40x33mm Gold Leaf LUXE Baroque Decorative Scoop Moulding,40,9,Gold,11.71,23.42,Wood
2002GD,71x44mm Gold Leaf LUXE Baroque Decorative Scoop Moulding,71,8,Gold,20.1,40.2,Wood
2003GD,59x36mm Gold Leaf LUXE Baroque Decorative Scoop Moulding,59,11,Gold,8.14,16.28,Wood
2004BK,85x41mm Antique Black LUXE Baroque Decorative Moulding,85,12,Black,13.51,27.03,Wood
2004GD,85x41mm Gold Leaf LUXE Baroque Decorative Moulding,85,12,Gold,13.51,27.03,Wood
2004SI,85x41mm Silver Leaf LUXE Baroque Decorative Moulding,85,12,Silver,13.51,27.03,Wood
2004WH,85x41mm Antique White LUXE Baroque Decorative Moulding,85,12,White,13.51,27.03,Wood
2005BK,58x29mm Antique Black LUXE Baroque Decorative Moulding,58,9,Black,9.42,18.84,Wood
2005GD,58x29mm Gold Leaf LUXE Baroque Decorative Moulding,58,9,Gold,9.42,18.84,Wood
2005SI,58x29mm Silver Leaf LUXE Baroque Decorative Moulding,58,9,Silver,9.42,18.84,Wood
2005WH,58x29mm Antique White LUXE Baroque Decorative Moulding,58,9,White,9.42,18.84,Wood
2006GD,48x30mm Gold Leaf LUXE Baroque Rope Moulding,48,13,Gold,6.86,13.71,Wood
2010BK,65x45mm Black LUXE Waterloo Scoop Moulding - FSC,65,22,Black,16.32,32.63,Wood
2010GD,65x45mm Gold LUXE Waterloo Scoop Moulding - FSC,65,22,Gold,16.32,32.63,Wood
2010SI,65x45mm Silver LUXE Waterloo Scoop Moulding - FSC,65,22,Silver,16.32,32.63,Wood
2011BK,40x35mm Black LUXE Waterloo Scoop Moulding,40,15,Black,9.56,19.11,Wood
2011GD,40x35mm Gold LUXE Waterloo Scoop Moulding,40,15,Gold,9.56,19.11,Wood
2011SI,40x35mm Silver LUXE Waterloo Scoop Moulding,40,15,Silver,9.56,19.11,Wood
2015GY,20x15mm Grey Flat Moulding,20,10,Grey,2.48,4.96,Wood
2015WH,20x15mm White Flat Moulding,20,10,White,2.48,4.96,Wood
2020BE,20x20mm Beech Veneer Maiella Flat Moulding,20,14,Brown,5.27,10.54,Wood
2020MA,20x20mm Maple Veneer Maiella Flat Moulding,20,14,Brown,6.09,12.18,Wood
2020OA,20x20mm Oak Veneer Maiella Flat Moulding,20,14,Brown,5.27,10.54,Wood
2020WA,20x20mm Walnut Veneer Maiella Flat Moulding,20,14,Brown,6.09,12.18,Wood
2020WE,20x20mm Wenge Veneer Maiella Flat Moulding,20,14,Brown,6.09,12.18,Wood
2038BE,20x38mm Beech Veneer Maiella Flat Moulding,20,32,Brown,6.93,13.86,Wood
2038MA,20x38mm Maple Veneer Maiella Flat Moulding,20,32,Brown,8.02,16.04,Wood
2038OA,20x38mm Oak Veneer Maiella Flat Moulding,20,32,Brown,6.93,13.86,Wood
2038WA,20x38mm Walnut Veneer Maiella Flat Moulding,20,32,Brown,8.02,16.04,Wood
2038WE,20x38mm Wenge Veneer Maiella Flat Moulding,20,32,Brown,8.02,16.04,Wood
2045AS,20x45mm Raw Ash Flat Moulding,20,41,Natural,7.59,15.18,Wood
2045BK,20x45mm Black Cushion Moulding,20,41,Black,4.04,8.09,Wood
2045OA,20x45mm Raw Oak Flat Moulding,20,41,Natural,7.59,15.18,Wood
2045OB,20x45mm Raw Obeche Flat Moulding,20,41,Natural,3.8,7.6,Wood
2045WA,20x43mm Raw Walnut Flat Moulding,20,37,Brown,13.37,26.74,Wood
2045WH,20x45mm White Cushion Moulding,20,41,White,4.04,8.09,Wood
2046BN,44x28mm Brown Scoop Moulding,44,11,Brown,9.79,19.57,Wood
2046GD,44x28mm Gold Scoop Moulding,44,11,Gold,9.79,19.57,Wood
2085AG,16x18mm Gold Scoop Moulding,16,8,Gold,7.1,14.2,Wood
2085AS,16x18mm Silver Scoop Moulding,16,8,Silver,7.1,14.2,Wood
2085GN,17x16mm Green & Gold Scoop Moulding,17,8,Green,7.1,14.2,Wood
2086AG,25x25mm Gold Scoop Moulding,25,12,Gold,8.87,17.75,Wood
2086AS,25x25mm Silver Scoop Moulding,25,12,Silver,8.87,17.75,Wood
2086GN,25x25mm Green & Gold Scoop Moulding,25,12,Green,7.06,14.11,Wood
2090BK,53x20mm Black Flat Moulding,53,15,Black,10.16,20.33,Wood
2104GD,8x6mm Antique Gold Slip Moulding,8,,Gold,3.82,7.64,Wood
2104SI,8x6mm Antique Silver Slip Moulding,8,,Silver,3.82,7.64,Wood
2114WH,53x20mm White Flat Moulding,53,15,White,10.46,20.92,Wood
2117BK,20x17mm Black Palermo Step Moulding,20,9,Black,6.92,13.84,Wood
2117BR,20x17mm Bronze Palermo Step Moulding,20,9,Bronze,6.92,13.84,Wood
2117GD,20x12mm Gold Palermo Step Moulding,20,9,Gold,6.13,12.26,Wood
2117SI,20x12mm Silver Palermo Step Moulding,20,9,Silver,6.13,12.26,Wood
2127BK,27x21mm Black Palermo Step Moulding,27,12,Black,7.51,15.02,Wood
2127BR,27x21mm Bronze Palermo Step Moulding,27,12,Bronze,7.51,15.02,Wood
2127GD,26x21mm Gold Palermo Step Moulding,26,12,Gold,7.75,15.5,Wood
2127SI,26x21mm Silver Palermo Step Moulding,26,12,Silver,7.75,15.5,Wood
2137BK,38x26mm Black Palermo Step Moulding,38,11,Black,10.85,21.69,Wood
2137BR,40x27mm Bronze Palermo Step Moulding,40,11,Bronze,10.85,21.69,Wood
2137GD,40x27mm Gold Palermo Step Moulding,40,11,Gold,10.85,21.69,Wood
2137SI,40x27mm Silver Palermo Step Moulding,40,11,Silver,10.85,21.69,Wood
2150BK,20x15mm Black Maldon Open Grain Moulding,20,9,Black,2.74,5.48,Wood
2150GY,20x15mm Dark Grey Maldon Open Grain Moulding,20,9,Grey,2.74,5.48,Wood
2150PG,20x15mm Pale Grey Maldon Open Grain Moulding,20,9,Grey,2.74,5.48,Wood
2150WH,20x15mm White Maldon Open Grain Moulding,20,9,White,2.74,5.48,Wood
2151BK,25x15mm Black Maldon Open Grain Moulding,25,10,Black,3.15,6.3,Wood
2151GY,25x15mm Dark Grey Maldon Open Grain Moulding,25,10,Grey,3.15,6.3,Wood
2151PG,25x15mm Pale Grey Maldon Open Grain Moulding,25,10,Grey,3.15,6.3,Wood
2151WH,25x15mm White Maldon Open Grain Moulding,25,10,White,3.15,6.3,Wood
2152BK,32x15mm Black Maldon Open Grain Moulding,32,9,Black,3.84,7.69,Wood
2152GY,32x15mm Dark Grey Maldon Open Grain Moulding,32,9,Grey,3.84,7.69,Wood
2152PG,32x15mm Pale Grey Maldon Open Grain Moulding,32,9,Grey,3.84,7.69,Wood
2152WH,32x15mm White Maldon Open Grain Moulding,32,9,White,3.84,7.69,Wood
2186GD,55x31mm Gold Scoop Moulding,55,12,Gold,28.3,56.6,Wood
2222BC,22x22mm Copper/Black Corners Chicago Block Moulding,22,17,Bronze,3.86,7.73,Wood
2222BG,22x22mm Gold/Black Corners Chicago Block Moulding,22,17,Gold,3.86,7.73,Wood
2222BP,22x22mm Pewter/Black Corners Chicago Block Moulding,22,17,Pewter,3.86,7.73,Wood
2222BS,22x22mm Silver/Black Corners Chicago Block Moulding,22,17,Silver,3.86,7.73,Wood
2222OA,22x22mm Raw Oak Flat Moulding,22,16,Natural,6.85,13.69,Wood
2233BK,22x33mm Black Portland Flat Moulding,22,17,Black,3.56,7.12,Wood
2233BN,22x33mm Brown Portland Flat Moulding,22,17,Brown,3.56,7.12,Wood
2233GY,22x33mm Dark Grey Portland Flat Moulding,22,17,Grey,3.56,7.12,Wood
2233PG,22x33mm Pale Grey Portland Flat Moulding,22,17,Grey,3.56,7.12,Wood
2233WH,22x33mm White Portland Flat Moulding,22,17,White,3.56,7.12,Wood
2270CH,24x17mm Charcoal Wash Willow Bevel Moulding,24,10,Black,7.07,14.13,Wood
2270CM,24x17mm Cream Wash Willow Bevel Moulding,24,10,Cream,7.07,14.13,Wood
2270GY,24x17mm Grey Wash Willow Bevel Moulding,24,10,Grey,7.07,14.13,Wood
2270WH,24x17mm White Wash Willow Bevel Moulding,24,10,White,7.07,14.13,Wood
2272CH,36x18mm Charcoal Wash Willow Bevel Moulding,36,9,Black,8.78,17.56,Wood
2272CM,36x18mm Cream Wash Willow Bevel Moulding,36,9,Cream,8.78,17.56,Wood
2272GY,36x18mm Grey Wash Willow Bevel Moulding,36,9,Grey,8.78,17.56,Wood
2272WH,36x18mm White Wash Willow Bevel Moulding,36,9,White,8.78,17.56,Wood
2291BN,30x16mm Brown Step Moulding,30,9,Brown,8.49,16.99,Wood
2291BU,30x16mm Blue Step Moulding,30,9,Blue,8.49,16.99,Wood
2291CM,30x16mm Cream Step Moulding,30,9,Cream,8.49,16.99,Wood
2301BE,15x20mm Beige New Orleans Bevelled Box Moulding,15,12,Brown,3.77,7.54,Wood
2301BK,15x20mm Black New Orleans Bevelled Box Moulding,15,12,Black,3.77,7.54,Wood
2301GD,16x12mm Gold Scoop Moulding,16,10,Gold,4.87,9.74,Wood
2301GN,15x20mm Green New Orleans Bevelled Box Moulding,15,12,Green,3.77,7.54,Wood
2301LB,15x20mm Blue New Orleans Bevelled Box Moulding,15,12,Blue,3.77,7.54,Wood
2301PG,15x20mm Grey New Orleans Bevelled Box Moulding,15,12,Grey,3.77,7.54,Wood
2301RD,15x20mm Red New Orleans Bevelled Box Moulding,15,12,Red,3.77,7.54,Wood
2301SI,16x12mm Silver Scoop Moulding,16,10,Silver,4.87,9.74,Wood
2301WH,15x20mm White New Orleans Bevelled Box Moulding,15,12,White,3.77,7.54,Wood
2302GD,33x18mm Gold Scoop Moulding,33,10,Gold,6.7,13.4,Wood
2302SI,33x18mm Silver Scoop Moulding,33,10,Silver,6.7,13.4,Wood
2305BE,20x33mm Beige New Orleans Bevelled Box Moulding,20,25,Brown,6.05,12.1,Wood
2305BK,20x33mm Black New Orleans Bevelled Box Moulding,20,25,Black,6.05,12.1,Wood
2305GN,20x33mm Green New Orleans Bevelled Box Moulding,20,25,Green,6.05,12.1,Wood
2305LB,20x33mm Blue New Orleans Bevelled Box Moulding,20,25,Blue,6.05,12.1,Wood
2305PG,20x33mm Grey New Orleans Bevelled Box Moulding,20,25,Grey,6.05,12.1,Wood
2305RD,20x33mm Red New Orleans Bevelled Box Moulding,20,25,Red,6.05,12.1,Wood
2305WH,20x33mm White New Orleans Bevelled Box Moulding,20,25,White,6.05,12.1,Wood
2308GD,22x14mm Gold Scoop Moulding,22,8,Gold,4.98,9.95,Wood
2308SI,22x14mm Silver Scoop Moulding,22,8,Silver,4.98,9.95,Wood
2312RG,16x19mm Red Gold Cushion Moulding,16,12,Gold,6.7,13.4,Wood
2312SI,16x19mm Silver Cushion Moulding,16,12,Silver,6.7,13.4,Wood
2313RG,11x13mm Red Gold Cushion Moulding,11,9,Gold,5.31,10.63,Wood
2313SI,11x13mm Silver Cushion Moulding,11,9,Silver,5.31,10.63,Wood
2319BK,16x20mm Black Bevel Moulding,16,9,Black,10.17,20.35,Wood
2319GD,16x20mm Gold Bevel Moulding,16,9,Gold,10.17,20.35,Wood
2319SI,16x20mm Silver Bevel Moulding,16,9,Silver,10.17,20.35,Wood
2335BK,23x35mm Black Flat Moulding,23,28,Black,4.01,8.02,Wood
2335WH,23x35mm White Flat Moulding,23,28,White,4.01,8.02,Wood
2360BK,14x25mm Black Bevel Moulding,14,10,Black,4.82,9.64,Wood
2360GY,14x25mm Grey Bevel Moulding,14,10,Grey,4.82,9.64,Wood
2360PG,14x25mm Pale Grey Bevel Moulding,14,10,Grey,4.82,9.64,Wood
2360WH,14x25mm White Bevel Moulding,14,10,White,4.82,9.64,Wood
2361BK,19x35mm Black Bevel Moulding,19,20,Black,6.81,13.63,Wood
2361GY,19x35mm Grey Bevel Moulding,19,20,Grey,6.81,13.63,Wood
2361PG,19x35mm Pale Grey Bevel Moulding,19,20,Grey,6.81,13.63,Wood
2361WH,19x35mm White Bevel Moulding,19,20,White,6.81,13.63,Wood
2389BK,29x26mm Limed Black Padstow Scoop Moulding,29,12,Black,6.31,12.62,Wood
2389BN,29x26mm Limed Brown Padstow Scoop Moulding,29,12,Brown,6.31,12.62,Wood
2389CM,29x26mm Limed Cream Padstow Scoop Moulding,29,12,Cream,6.31,12.62,Wood
2389GY,29x26mm Limed Grey Padstow Scoop Moulding,29,12,Grey,6.31,12.62,Wood
2389WH,29x26mm Limed White Padstow Scoop Moulding,29,12,White,6.31,12.62,Wood
2413BK,13x13mm Black Cushion Moulding,13,9,Black,2.91,5.82,Wood
2413BU,13x13mm Blue Cushion Moulding,13,9,Blue,2.91,5.82,Wood
2413CM,13x13mm Cream Cushion Moulding,13,9,Cream,2.91,5.82,Wood
2413GN,13x13mm Green Cushion Moulding,13,9,Green,2.91,5.82,Wood
2413GY,13x13mm Grey Cushion Moulding,13,9,Grey,2.91,5.82,Wood
2413WA,13x13mm Walnut Cushion Moulding,13,9,Brown,2.91,5.82,Wood
2423BK,22x13mm Black Cushion Moulding,22,9,Black,4,8,Wood
2423BU,22x13mm Blue Cushion Moulding,22,9,Blue,4,8,Wood
2423CM,22x13mm Cream Cushion Moulding,22,9,Cream,4,8,Wood
2423GN,22x13mm Green Cushion Moulding,22,9,Green,4,8,Wood
2423GY,22x13mm Grey Cushion Moulding,22,9,Grey,4,8,Wood
2423WA,22x13mm Walnut Cushion Moulding,22,9,Brown,4,8,Wood
2426BK,37x18mm Black Cushion Moulding,37,12,Black,8.1,16.19,Wood
2426CM,37x18mm Cream Cushion Moulding,37,12,Cream,8.1,16.19,Wood
2460BK,24x60mm Black Open Grain L-shape Moulding,24,,Black,9.48,18.96,Wood
2460GY,24x60mm Dark Grey Open Grain L-shape Moulding,24,,Grey,9.48,18.96,Wood
2460IV,24x60mm Ivory Open Grain L-shape Moulding,24,,Cream,9.48,18.96,Wood
2460WH,24x60mm White Open Grain L-shape Moulding,24,,White,9.48,18.96,Wood
2502BK,19x20mm Black Southwold Flat Moulding,19,14,Black,3.94,7.88,Wood
2502BN,19x20mm Brown Southwold Flat Moulding,19,14,Brown,3.94,7.88,Wood
2502BU,19x20mm Blue Southwold Flat Moulding,19,14,Blue,3.94,7.88,Wood
2502GN,19x20mm Green Southwold Flat Moulding,19,14,Green,3.94,7.88,Wood
2502OR,19x20mm Orange Southwold Flat Moulding,19,14,Orange,3.94,7.88,Wood
2502RD,19x20mm Red Southwold Flat Moulding,19,14,Red,3.94,7.88,Wood
2502WH,19x20mm White Southwold Flat Moulding,19,14,White,3.94,7.88,Wood
2503BK,15x25mm Black Southwold Flat Moulding,15,20,Black,3.85,7.71,Wood
2503BN,15x25mm Brown Southwold Flat Moulding,15,20,Brown,3.85,7.71,Wood
2503BU,15x25mm Blue Southwold Flat Moulding,15,20,Blue,3.85,7.71,Wood
2503GN,15x25mm Green Southwold Flat Moulding,15,20,Green,3.85,7.71,Wood
2503OR,15x25mm Orange Southwold Flat Moulding,15,20,Orange,3.85,7.71,Wood
2503RD,15x25mm Red Southwold Flat Moulding,15,20,Red,3.85,7.71,Wood
2503WH,15x25mm White Southwold Flat Moulding,15,20,White,3.85,7.71,Wood
2521OB,71x29mm Raw Obeche Flat Moulding,71,19,Natural,7.83,15.67,Wood
2522BU,25x22mm Rustic Blue Step Moulding,25,12,Blue,6.09,12.18,Wood
2522OB,92x30mm Raw Obeche Flat Moulding,92,20,Natural,10.79,21.59,Wood
2531BK,25x31mm Black Flat Moulding,25,27,Black,6.22,12.45,Wood
2531WH,25x31mm White Flat Moulding,25,27,White,6.22,12.45,Wood
2548BE,25x48mm Beech Veneer Maiella Flat Moulding,25,41,Brown,9.51,19.03,Wood
2548MA,25x48mm Maple Veneer Maiella Flat Moulding,25,41,Brown,10.95,21.9,Wood
2548OA,25x48mm Oak Veneer Maiella Flat Moulding,25,41,Brown,9.51,19.03,Wood
2548WA,25x48mm Walnut Veneer Maiella Flat Moulding,25,41,Brown,10.95,21.9,Wood
2548WE,25x48mm Wenge Veneer Maiella Flat Moulding,25,41,Brown,10.95,21.9,Wood
2560BW,35x25mm Bright White Slip Moulding,35,7,Cream,5.43,10.86,Wood
2560CM,35x25mm Cream Slip Moulding,35,7,Cream,5.43,10.86,Wood
2560WH,35x25mm White Slip Moulding,35,7,White,5.43,10.86,Wood
2578BK,25x78mm Black Flat Moulding,25,72,Black,9.04,18.08,Wood
2578WH,25x78mm White Flat Moulding,25,72,White,9.04,18.08,Wood
2600GD,16x5mm Gold Slip Moulding,16,,Gold,2.73,5.46,Wood
2600SI,16x5mm Silver Slip Moulding,16,,Silver,2.73,5.46,Wood
2613WG,26x13mm Walnut & Gold Step Moulding,26,8,Brown,3.3,6.59,Wood
2616SB,43x25mm Silver & Black Scoop Moulding,43,11,Silver,13.29,26.59,Wood
2618BG,22x20mm Black & Gold Scoop Moulding,27,10,Gold,9.73,19.47,Wood
2618BS,22x20mm Blue & Silver Scoop Moulding,27,10,Silver,9.73,19.47,Wood
2618GG,22x20mm Green & Gold Scoop Moulding,27,10,Gold,9.73,19.47,Wood
2618IG,22x20mm Ivory & Gold Scoop Moulding,27,10,Gold,10.02,20.03,Wood
2618RG,22x20mm Red & Gold Scoop Moulding,27,10,Gold,9.73,19.47,Wood
2618SB,22x20mm Silver & Black Scoop Moulding,27,10,Silver,9.73,19.47,Wood
2650BK,50x26mm Black Open Grain Alberta Flat Moulding,50,17,Black,5.38,10.75,Wood
2650WH,50x26mm White Open Grain Alberta Flat Moulding,50,17,White,5.38,10.75,Wood
2651BK,84x26mm Black Open Grain Alberta Flat Moulding,84,17,Black,8.38,16.76,Wood
2651WH,84x26mm White Open Grain Alberta Flat Moulding,84,17,White,8.38,16.76,Wood
2701GD,18x13mm Distressed Gold Cushion Moulding,18,10,Gold,5.48,10.96,Wood
2701SI,18x13mm Distressed Silver Cushion Moulding,18,10,Silver,5.48,10.96,Wood
2735BK,27x35mm Black Flat Moulding,27,29,Black,5.96,11.93,Wood
2820BK,34x19mm Black/Silver SE Oakhill Flat Moulding,34,12,Black,6.07,12.14,Wood
2820BN,34x19mm Brown/ Silver SE Oakhill Flat Moulding,34,12,Brown,6.07,12.14,Wood
2820GY,34x19mm Grey/Silver SE Oakhill Flat Moulding,34,12,Grey,6.07,12.14,Wood
2820OA,34x19mm Oak/Silver SE Oakhill Flat Moulding,34,12,Brown,6.07,12.14,Wood
2820WE,34x19mm Wenge/Silver SE Oakhill Flat Moulding,34,12,Brown,6.07,12.14,Wood
2820WH,34x19mm White/Silver SE Oakhill Flat Moulding,34,12,White,6.07,12.14,Wood
2821BK,55x19mm Black/Silver SE Oakhill Flat Moulding,55,12,Black,8.9,17.81,Wood
2821BN,55x19mm Brow /Silver SE Oakhill Flat Moulding,55,12,Brown,8.9,17.81,Wood
2821GY,55x19mm Grey/Silver SE Oakhill Flat Moulding,55,12,Grey,8.9,17.81,Wood
2821OA,55x19mm Oak/Silver SE Oakhill Flat Moulding,55,12,Brown,8.9,17.81,Wood
2821WE,55x19mm Wenge/Silver SE Oakhill Flat Moulding,55,12,Brown,8.9,17.81,Wood
2821WH,55x19mm White/Silver SE Oakhill Flat Moulding,55,12,White,8.9,17.81,Wood
2828BK,28x28mm Black Flat Moulding,28,22,White,4.15,8.3,Wood
2828WH,28x28mm White Flat Moulding,28,22,White,4.15,8.3,Wood
2861BG,16x18mm Black & Gold Scoop Moulding,16,9,Gold,9.68,19.36,Wood
2861BS,16x18mm Black & Silver Scoop Moulding,16,9,Silver,9.68,19.36,Wood
2862BG,21x19mm Black & Gold Scoop Moulding,21,9,Gold,10.65,21.29,Wood
2862BS,21x19mm Black & Silver Scoop Moulding,21,9,Black,10.65,21.29,Wood
2863BG,25x19mm Black & Gold Scoop Moulding,25,8,Gold,12.03,24.07,Wood
2863BS,25x19mm Black & Silver Scoop Moulding,25,8,Silver,12.03,24.07,Wood
2900GD,28x6mm Gold Slip Moulding,28,,Gold,4.62,9.24,Wood
2930OA,20x12mm Raw Oak Flat Moulding,20,9,Natural,6.47,12.94,Wood
2931OA,28x12mm Raw Oak Flat Moulding,28,8,Natural,7.84,15.69,Wood
3001GN,15x17mm Green Step Moulding,15,8,Green,3.75,7.5,Wood
3011BN,21x13mm Brown & Gold Step Moulding,21,8,Brown,6.86,13.71,Wood
3011GN,21x13mm Green & Gold Step Moulding,21,8,Green,7.5,14.99,Wood
3011GY,21x14mm Grey & Gold Step Moulding,21,8,Grey,6.86,13.71,Wood
3014GN,15x14mm Green Scoop Moulding,15,7,Green,3.66,7.33,Wood
3014GY,15x14mm Grey Scoop Moulding,15,7,Grey,3.66,7.33,Wood
3017BE,30x17mm Beech Veneer Maiella Flat Moulding,30,12,Brown,5.54,11.09,Wood
3017MA,30x17mm Maple Veneer Maiella Flat Moulding,30,12,Brown,6.45,12.89,Wood
3017OA,30x17mm Oak Veneer Maiella Flat Moulding,30,12,Brown,5.54,11.09,Wood
3017WA,30x17mm Walnut Veneer Maiella Flat Moulding,30,12,Brown,6.45,12.89,Wood
3017WE,30x17mm Wenge Veneer Maiella Flat Moulding,30,12,Brown,6.45,12.89,Wood
3019BK,30x19mm Black Ravenna Bevel Moulding,30,11,Black,3.61,7.22,Wood
3019GY,30x19mm Grey Ravenna Bevel Moulding,30,11,Grey,3.61,7.22,Wood
3019IV,30x19mm Ivory Ravenna Bevel Moulding,30,11,Cream,3.61,7.22,Wood
3019WH,30x19mm White Ravenna Bevel Moulding,30,11,White,3.61,7.22,Wood
3030BE,30x30mm Beech Veneer Maiella Flat Moulding,30,24,Brown,7.06,14.11,Wood
3030MA,30x30mm Maple Veneer Maiella Flat Moulding,30,24,Brown,7.06,14.11,Wood
3030OA,30x30mm Oak Veneer Maiella Flat Moulding,30,24,Brown,7.06,14.11,Wood
3030WA,30x30mm Walnut Veneer Maiella Flat Moulding,30,24,Brown,8.18,16.36,Wood
3030WE,30x30mm Wenge Veneer Maiella Flat Moulding,30,24,Brown,8.18,16.36,Wood
3042BK,27x42mm Black Flat Moulding,27,35,Black,7.68,15.35,Wood
3042GY,27x42mm Dark Grey Flat Moulding,27,37,Grey,7.68,15.35,Wood
3042IV,30x42mm Cream Flat Moulding,27,35,Cream,7.75,15.5,Wood
3042MB,27x42mm Closed Grain Black Moulding,27,35,Black,7.68,15.35,Wood
3042MW,27x42mm Closed Grain White Moulding,27,35,White,7.68,15.35,Wood
3042PG,27x42mm Pale Grey Flat Moulding,27,37,Grey,7.68,15.35,Wood
3042WH,27x42mm White Flat Moulding,27,35,White,7.68,15.35,Wood
3072BK,30x72mm Black Open Grain Box Moulding,30,66,Black,9.09,18.19,Wood
3072WH,30x72mm White Open Grain Box Moulding,30,66,White,9.09,18.19,Wood
3158BK,14x12mm Black Cushion Moulding,14,9,Black,5.37,10.73,Wood
3158CM,14x12mm Cream Cushion Moulding,14,9,Cream,5.37,10.73,Wood
3227OA,32x27mm Raw Oak Flat Moulding,32,22,Natural,8.74,17.47,Wood
3245OA,10x32mm Oak Veneer Umbra L-shape Moulding,10,22,Brown,8.58,17.16,Wood
3245WA,10x32mm Walnut Veneer Umbra L-shape Moulding,10,22,Brown,8.58,17.16,Wood
3245WE,10x32mm Wenge Veneer Umbra L-shape Moulding,10,22,Brown,8.58,17.16,Wood
3272BK,19x20mm Distressed Black Exmoor Flat Moulding,19,14,Black,4.16,8.32,Wood
3272BN,19x20mm Distressed Brown Exmoor Flat Moulding,19,14,Brown,4.16,8.32,Wood
3272GY,19x20mm Distressed Grey Exmoor Flat Moulding,19,14,Grey,4.16,8.32,Wood
3272TP,19x20mm Distressed Taupe Exmoor Flat Moulding,19,14,Brown,4.16,8.32,Wood
3272WH,19x20mm Distressed White Exmoor Flat Moulding,19,14,White,4.16,8.32,Wood
3274BK,28x20mm Distressed Black Exmoor Flat Moulding,28,14,Black,5.37,10.73,Wood
3274BN,28x20mm Distressed Brown Exmoor Flat Moulding,28,14,Brown,5.37,10.73,Wood
3274GY,28x20mm Distressed Grey Exmoor Flat Moulding,28,14,Grey,5.37,10.73,Wood
3274TP,28x20mm Distressed Taupe Exmoor Flat Moulding,28,14,Brown,5.37,10.73,Wood
3274WH,28x20mm Distressed White Exmoor Flat Moulding,28,14,White,5.37,10.73,Wood
3275BK,23x33mm Distressed Black Exmoor Flat Moulding,23,28,Black,6.14,12.29,Wood
3275BN,23x33mm Distressed Brown Exmoor Flat Moulding,23,28,Brown,6.14,12.29,Wood
3275GY,23x33mm Distressed Grey Exmoor Flat Moulding,23,28,Grey,6.14,12.29,Wood
3275TP,23x33mm Distressed Taupe Exmoor Flat Moulding,23,28,Brown,6.14,12.29,Wood
3275WH,23x33mm Distressed White Exmoor Flat Moulding,23,28,White,6.14,12.29,Wood
3276BK,38x20mm Distressed Black Exmoor Flat Moulding,38,14,Black,6.39,12.79,Wood
3276BN,38x20mm Distressed Brown Exmoor Flat Moulding,38,14,Brown,6.39,12.79,Wood
3276GY,38x20mm Distressed Grey Exmoor Flat Moulding,38,14,Grey,6.39,12.79,Wood
3276TP,38x20mm Distressed Taupe Exmoor Flat Moulding,38,14,Brown,6.39,12.79,Wood
3276WH,38x20mm Distressed White Exmoor Flat Moulding,38,14,White,6.39,12.79,Wood
3320OA,33x20mm Raw Oak Flat Moulding,33,16,Natural,7.91,15.81,Wood
3329AS,13x13mm Anthracite Silver Cushion Moulding,13,11,Silver,5.34,10.69,Wood
3329BK,13x13mm Black Melrose Cushion Moulding,13,11,Black,4.01,8.02,Wood
3329BM,13x13mm Metallic Blue Cushion Moulding,13,11,Blue,5.34,10.69,Wood
3329BU,13x13mm Blue Melrose Cushion Moulding,13,11,Blue,4.01,8.02,Wood
3329DY,13x13mm Dark Yew Melrose Cushion Moulding,13,11,Orange,4.01,8.02,Wood
3329GD,13x13mm Gold Cushion Moulding,13,11,Gold,5.34,10.69,Wood
3329GN,13x13mm Green Melrose Cushion Moulding,13,11,Green,4.01,8.02,Wood
3329LO,13x13mm Light Oak Melrose Cushion Moulding,13,11,Brown,4.01,8.02,Wood
3329MA,13x13mm Mahogany Melrose Cushion Moulding,13,11,Brown,4.01,8.02,Wood
3329PT,13x13mm Pewter Cushion Moulding,13,11,Pewter,5.34,10.69,Wood
3329RD,13x13mm Red Melrose Cushion Moulding,13,11,Red,4.01,8.02,Wood
3329SA,13x13mm Satin Melrose Cushion Moulding,13,11,Brown,4.01,8.02,Wood
3329SI,13x13mm Silver Cushion Moulding,13,11,Silver,5.34,10.69,Wood
3329TK,13x13mm Teak Melrose Cushion Moulding,13,11,Brown,5.34,10.69,Wood
3329WA,13x13mm Walnut Melrose Cushion Moulding,13,11,Brown,4.01,8.02,Wood
3330BC,33x30mm Copper/Black Corners Chicago Block Moulding,33,21,Bronze,6.98,13.97,Wood
3330BG,33x30mm Gold/Black Corners Chicago Block Moulding,33,21,Gold,6.98,13.97,Wood
3330BP,33x30mm Pewter/Black Corners Chicago Block Moulding,33,21,Pewter,6.98,13.97,Wood
3330BS,33x30mm Silver/Black Corners Chicago Block Moulding,33,21,Silver,6.98,13.97,Wood
