ITEM,DESC,WIDTH,UM,UPC,LISTPRICE,CHOPPRICE,JOINPRICE,CLASS,BOXQTY,BOXPRICE,ISFILLET,ISCUTMAT,ISMATBOARD
550286,"W2 WHITE WIDE FLAT 2 1/4""",2.25,FT,720472142670,4.05,6.95,7.95,Frame Moulding,219,2.52,N,N,N
550350,"W2 BRIMFIELD MED BLK    2 1/2""",2.5625,FT,720472190930,13.82,17.07,18.07,Frame Moulding,68,9.68,N,N,N
550360,"W2 BRIMFIELD MED WHT    2 1/2""",2.5625,FT,720472190947,13.86,17.12,18.12,Frame Moulding,68,9.72,N,N,N
551800,"W2 BELMONT LT OLIVE SCP 2 1/2""",2.5,FT,720472154673,20.55,29.38,30.38,Frame Moulding,98,13.39,N,N,N
551801,"W2 BELMONT MD OLIVE SCP 2 1/2""",2.5,FT,720472154680,20.53,29.38,30.38,Frame Moulding,117,13.42,N,N,N
551802,"W2 BELMONT DK OLIVE SCP 2 1/2""",2.5,FT,720472154697,20.53,29.35,30.35,Frame Moulding,117,13.33,N,N,N
552100,W1 PANZANO SM SCOOP PEAT 1 1/2,1.5625,FT,720472191500,13.63,17.46,18.46,Frame Moulding,209,7.77,N,N,N
552200,"W1 PANZANO SM  BEECHNUT 1 1/2""",1.5625,FT,720472191517,13.62,17.44,18.44,Frame Moulding,170,7.73,N,N,N
552285,"W2 TRIBECA REV W/RIDGES 2 5/8""",2.5,FT,720472139816,5.2,9.1,10.1,Frame Moulding,133,3.58,N,N,N
553440,"W2 BAUHAUS II WHT WD FL 2""",2,FT,720472199117,7.31,8.36,9.36,Frame Moulding,128,5.47,N,N,N
553450,"W2 BAUHAUS II BLK WD FL 2""",2,FT,720472199124,7.05,8.19,9.19,Frame Moulding,128,5.13,N,N,N
557591,"W2 MARAIS EUR GOLD TRAD 2""",2,FT,720472146807,10.73,16.01,17.01,Frame Moulding,162,5.41,N,N,N
557592,"W2 MARAIS EUR SILV TRAD 2""",2,FT,720472146814,9.33,15.25,16.25,Frame Moulding,162,4.7,N,N,N
557593,"W2 MARAIS BLACK TRAD 2""",2,FT,720472156691,11.81,17.61,18.61,Frame Moulding,162,6.14,N,N,N
563705,"W2 LINEA GRAPHITE CUBE 1 3/4""",1.75,FT,720472182393,6.68,10.12,11.12,Frame Moulding,138,4.64,N,N,N
564100,"W1 HAVANA FLAT 1 3/16"" TOFFEE",1.125,FT,720472191678,5.61,8.41,9.41,Frame Moulding,280,3.38,N,N,N
564200,"W1 HAVANA FLAT 1 3/16"" COCOA",1.125,FT,720472191685,5.42,8.1,9.1,Frame Moulding,252,3.24,N,N,N
565403,"W2 WHITMAN BLACK FLAT 2 3/8""",2.375,FT,720472181594,9.82,13.19,14.19,Frame Moulding,198,6.73,N,N,N
565405,"W2 WHITMAN TORTOISE 2 3/8""",2.375,FT,720472181600,9.67,13.19,14.19,Frame Moulding,198,6.73,N,N,N
567100,"W1 HAVANA CAP 1 1/4"" TOFFEE",1.25,FT,720472191692,7.11,10.69,11.69,Frame Moulding,198,4.26,N,N,N
567200,"W1 HAVANA CAP 1 1/4"" COCOA",1.25,FT,720472191708,7.15,10.76,11.76,Frame Moulding,198,4.29,N,N,N
569240,W2 LANCASTER GREY FLAT 2 11/16,2.6875,FT,720472173391,11.67,17.34,18.34,Frame Moulding,123,6.92,N,N,N
569260,"W2 LANCASTER BLK FLAT 2 11/16""",2.6875,FT,720472173414,11.66,17.33,18.33,Frame Moulding,137,6.82,N,N,N
571550,"W2 INTERMEZZO UMBER 2 1/2""",2.5,FT,720472180979,19.83,28.22,29.22,Frame Moulding,108,13.01,N,N,N
571560,"W2 INTERMEZZO MAHOG 2 1/2""",2.5,FT,720472180986,19.8,27.96,28.96,Frame Moulding,98,12.87,N,N,N
571570,"W2 INTERMEZZO SABLE 2 1/2""",2.5,FT,720472180993,19.81,27.98,28.98,Frame Moulding,150,13.04,N,N,N
572620,W2 ANVIL II FLAT 2 11/16 AGDST,2.5,FT,720472182522,18.7,26.11,27.11,Frame Moulding,55,13.13,N,N,N
573235,"W2 ACADEMIE GOLD 2 1/8""",2.0625,FT,720472139328,8.75,13.25,14.25,Frame Moulding,144,3.65,N,N,N
573237,"W2 ACADEMIE SILVER 2 1/8""",2.0625,FT,720472139335,8.95,13.55,14.55,Frame Moulding,144,3.73,N,N,N
573239,"W2 ACADEMIE BLK W/GOLD 2 1/8""",2.0625,FT,720472139342,8.75,13.24,14.24,Frame Moulding,144,3.63,N,N,N
573250,W2 ANDOVER LG DOME BLK 2 11/16,2.6875,FT,720472182973,11.37,14.47,15.47,Frame Moulding,142,7.91,N,N,N
573260,W2 ANDOVER LG DOME WHT 2 11/16,2.6875,FT,720472182980,11.11,14.47,15.47,Frame Moulding,149,7.6,N,N,N
573270,W2 ANDOVER LGDOME SLVR 2 11/16,2.6875,FT,720472182997,11.6,14.47,15.47,Frame Moulding,170,8.14,N,N,N
573280,W2 ANDOVER LG DOME GLD 2 11/16,2.6875,FT,720472183000,11.62,14.47,15.47,Frame Moulding,156,8.04,N,N,N
573290,W2 ANDOVER LGDOME SUED 2 11/16,2.6875,FT,720472183017,11.6,14.47,15.47,Frame Moulding,155,8.08,N,N,N
574150,WO  SPENCER GOLD FLOAT  2 1/8,2.125,FT,720472184199,8.4,11.25,12.25,Frame Moulding,120,5.59,N,N,N
574151,WO SPENCER SIL/BRN FLO 2 1/8,2.125,FT,720472184205,8.3,11.14,12.14,Frame Moulding,120,5.54,N,N,N
574152,WO  SPENCER SIL/BLK FLO 2 1/8,2.125,FT,720472184212,8.3,11.11,12.11,Frame Moulding,120,5.52,N,N,N
574153,"WO SPENCER II SIL FLO 2 1/8""",2.125,FT,720472198936,9.19,12.51,13.51,Frame Moulding,96,6.23,N,N,N
574154,"WO SPENCER II GLD FLOAT 2 1/8""",2.125,FT,720472199001,9.19,12.51,13.51,Frame Moulding,120,6.23,N,N,N
575252,"W2 FERROSA PEWTER 2 1/4""",2.1875,FT,720472138963,15.32,22.62,23.62,Frame Moulding,114,10.22,N,N,N
575254,"W2 FERROSA IRON 2 1/4""",2.1875,FT,720472138970,12.68,20.51,21.51,Frame Moulding,100,8.47,N,N,N
575556,"W2 FERROSA BRONZE 2 1/4""",2.1875,FT,720472146593,15.11,22.33,23.33,Frame Moulding,112,10.09,N,N,N
576100,"W2 HAVANA FLAT 2"" TOFFEE",1.9375,FT,720472191715,7.05,10.59,11.59,Frame Moulding,180,4.2,N,N,N
576200,"W2 HAVANA FLAT 2"" COCOA",1.9375,FT,720472191722,7.13,10.73,11.73,Frame Moulding,180,4.26,N,N,N
577100,"H4 Float 1 5/8"" Nat",1.625,FT,720472191937,15.92,22.11,23.11,Frame Moulding,102,10.81,N,N,N
577200,"H4 Float 1 5/8"" Wal",1.625,FT,720472191944,13.78,20.76,21.76,Frame Moulding,100,9.27,N,N,N
579100,"W2 EIFFEL 1 1/4"" CAP SILVER",1.25,FT,720472193399,11.1,15.59,16.59,Frame Moulding,235,7.79,N,N,N
579110,"W2 EIFFEL 1 1/4"" CAP PEWTER",1.25,FT,720472193405,11.16,15.68,16.68,Frame Moulding,115,7.82,N,N,N
579120,"W2 EIFFEL 1 1/4"" CAP GOLD",1.25,FT,720472193412,10.84,15.24,16.24,Frame Moulding,236,7.61,N,N,N
579130,"W2 EIFFEL 1 1/4"" CAP BRONZE",1.25,FT,720472193429,11.11,15.59,16.59,Frame Moulding,172,7.8,N,N,N
580455,W2 LILLE MED SCP 2 3/8 GLD,2.3125,FT,720472183390,14.94,20.44,21.44,Frame Moulding,118,10.47,N,N,N
580465,W2 LILLE MED SCP 2 3/8 SILVER,2.3125,FT,720472183338,15.66,21.45,22.45,Frame Moulding,118,10.97,N,N,N
580470,W2 LILLE MED SCP 2 3/8 PEWTER,2.3125,FT,720472183345,15.63,21.41,22.41,Frame Moulding,118,10.95,N,N,N
581100,"W2 PANZANO MED SCP PEAT 2 1/4""",2.1875,FT,720472191487,21.44,25.55,26.55,Frame Moulding,166,12.32,N,N,N
581200,"W2 PANZANO MED BEECHNUT 2 1/4""",2.1875,FT,720472191494,21.42,25.48,26.48,Frame Moulding,137,12.25,N,N,N
583100,"W2 CARBON 2 1/2"" CUBE FLT BLCK",2.5,FT,720472193344,14.44,17.01,18.01,Frame Moulding,98,10.14,Y,N,N
585110,"W2 Cumberland 1 1/4""Cbe WhtOak",1.25,FT,720472195805,6.64,9.98,10.98,Frame Moulding,215,4.65,N,N,N
585111,"W2 Cumberland 1 1/4"" Cherry",1.25,FT,720472195812,5.74,8.6,9.6,Frame Moulding,264,4.01,N,N,N
585112,"W2 Cumberland 1 1/4"" Cherry",1.25,FT,720472195829,6.08,9.1,10.1,Frame Moulding,240,4.25,N,N,N
585113,"W1 Cumberland II 1 1/4"" Walnut",1.25,FT,720472196512,9.89,15.72,16.72,Frame Moulding,200,6.91,N,N,N
585710,"ALDEN EBON WALNUT 1 1/4""",1.25,FT,720472199896,6.73,10.76,11.76,Frame Moulding,200,5.46,N,N,N
585712,"ALDEN DK WALNUT 1 1/4""",1.25,FT,720472199902,6.73,10.76,11.76,Frame Moulding,200,5.46,N,N,N
586452,"W2 MUSEO GOLD SCOOP 1 15/16""",1.9375,FT,720472196635,6.83,10.93,11.93,Frame Moulding,108,5.54,N,N,N
586453,"W2 MUSEO SILVER SCOOP 1 15/16""",1.9375,FT,720472196642,6.83,10.93,11.93,Frame Moulding,108,5.54,N,N,N
586454,"W2 MUSEO BLACK SCOOP 1 15/16""",1.9375,FT,720472196659,6.28,10.05,11.05,Frame Moulding,108,5.09,N,N,N
587807,"W1 Perimeter Cap 13/16"" Sueude",0.8125,FT,720472194990,4.58,6.89,7.89,Frame Moulding,354,3.21,N,N,N
588630,"W2 DEVON BLACK REVERSE 2 5/8""",2.625,FT,720472180542,18,24.36,25.36,Frame Moulding,94,11.89,N,N,N
588650,"W2 DEVON GRAY REVERSE 2 5/8""",2.625,FT,720472180566,15.64,24.35,25.35,Frame Moulding,119,10.29,N,N,N
589110,Cumberland 1 3/4 Float Wht Oak,1.75,FT,720472195836,12.46,18.75,19.75,Frame Moulding,100,8.74,N,N,N
589111,"Cumberland 1 3/4""Float Cherry",1.75,FT,720472195843,10.52,15.8,16.8,Frame Moulding,105,7.38,N,N,N
589112,Cumberland 1 3/4 Float Cherry,1.75,FT,720472195850,10.35,15.15,16.15,Frame Moulding,120,6.42,N,N,N
589113,"W2 Cumberland II 1 3/4"" Walnut",1.75,FT,720472196536,18.28,27.41,28.41,Frame Moulding,103,12.73,N,N,N
590201,"W2 Shutter 2 3/8"" Black",2.375,FT,720472196406,7.56,12.03,13.03,Frame Moulding,88,5.3,N,N,N
592200,W2 Salzburg Cube 1 1/4 Silver,1.25,FT,720472191821,7.95,11.89,12.89,Frame Moulding,295,5.58,N,N,N
593350,"W2 BRIMFIELD PANEL BLK  2 1/4""",2.25,FT,720472190961,10.6,13.6,14.6,Frame Moulding,107,7.35,N,N,N
593360,"W2 BRIMFIELD PANEL WHT  2 1/4""",2.25,FT,720472190978,10.86,14.84,15.84,Frame Moulding,100,7.58,N,N,N
595203,"MADISON NAT SLANT 2 3/8""",2.375,FT,720472197670,7.61,11.5,12.5,Frame Moulding,117,5.24,N,N,N
595204,"MADISON BLK SLANT 2 3/8""",2.375,FT,720472197687,7.53,11.38,12.38,Frame Moulding,117,5.21,N,N,N
595205,"MADISON GREY SLANT 2 3/8""",2.375,FT,720472197694,7.48,11.31,12.31,Frame Moulding,117,5.18,N,N,N
597110,"W2 Cumberland 2 1/4"" WhtOak",2.25,FT,720472195867,14.43,21.23,22.23,Frame Moulding,79,10.15,N,N,N
597111,"W2 Cumberland 2 1/4"" Cherry",2.25,FT,720472195874,7.41,11.12,12.12,Frame Moulding,90,5.16,N,N,N
597112,"W2 Cumberland 2 1/4"" Cherry",2.25,FT,720472195881,6.83,10.23,11.23,Frame Moulding,67,4.77,N,N,N
597113,"W2 Cumberland II 2 1/4"" walnut",2.25,FT,720472196550,19.69,29.55,30.55,Frame Moulding,70,13.76,N,N,N
599405,"Lars 2 1/16"" Panel Slvr & Blck",2.0625,FT,720472198493,8.08,11.84,12.84,Frame Moulding,144,5.99,N,N,N
599406,"Lars 2 1/16"" Panel Gld & Black",2.0625,FT,720472198486,7.71,11.28,12.28,Frame Moulding,144,5.7,N,N,N
600541,"W2 SEVILLA SILV LRG TRAD 3""",3.125,FT,720472146463,18.33,29.74,30.74,Frame Moulding,70,12.59,N,N,N
6007,"ARQ STRET 5/8""x1 5/8"" BOX only",1.625,BX,720472151672,1.23,0,0,Frame Moulding,304,1.23,N,N,N
6008,"ARQADIA STRETCHER 7/8""X2 1/4""",2.25,BX,720472151689,1.9,0,0,Frame Moulding,172,1.9,N,N,N
600G,"W2 GOLD 2""",2,FT,720472103305,11.32,17.83,18.83,Frame Moulding,180,5.45,N,N,N
6011,"GALLERY WRAP 1 1/2""",1.125,FT,720472151696,4.13,4.76,5.76,Frame Moulding,152,1.27,N,N,N
6012,"BRACER BAR 1 1/2""",0.5,FT,720472151702,2.44,2.83,3.83,Frame Moulding,422,0.79,N,N,N
6013,"GALLERY WRAP 2""",1.125,FT,720472151719,4.35,5.29,6.29,Frame Moulding,133,1.28,N,N,N
602530,W2 TUSCANY IT DRK WAL EMB PNL,3,FT,720472145145,10.56,16.6,17.6,Frame Moulding,85,7.02,N,N,N
603602,"W2 WALNUT BURL/REV 2 1/4""",2.1875,FT,720472127356,16.64,26.76,27.76,Frame Moulding,117,10.4,N,N,N
603674,"W2 CRANBROOK EBONZD WAL 2 1/8""",2.125,FT,720472150682,10.54,17.37,18.37,Frame Moulding,97,7.71,N,N,N
603676,"W2 CRANBROOK DRK WALNUT 2 1/8""",2.125,FT,720472150705,10.47,17.16,18.16,Frame Moulding,105,7.68,N,N,N
609405,"Lars 3 1/4"" Grille Antq Silver",3.25,FT,720472198523,10.67,13.98,14.98,Frame Moulding,99,7.48,N,N,N
609406,"Lars 3 1/4"" Grille Antique Gld",3.25,FT,720472198530,10.48,13.73,14.73,Frame Moulding,99,7.34,N,N,N
611405,"Lars 3 9/16"" Panel Slvr & Blck",3.5625,FT,720472198516,10.37,13.73,14.73,Frame Moulding,81,7.26,N,N,N
611406,"Lars 3 9/16"" Panel Gld & Black",3.5625,FT,720472198509,10.26,13.59,14.59,Frame Moulding,81,7.18,N,N,N
613183,"CRANBROOK WHT WASH MPL 3/4""",0.75,FT,720472197632,11.2,15.87,16.87,Frame Moulding,259,7.23,N,N,N
613674,"W1 CRANBROOK EBONIZED WAL 3/4""",0.75,FT,720472150729,9.6,14.63,15.63,Frame Moulding,224,6.66,N,N,N
613675,"W1 CRANBROOK NAT WALNUT 3/4""",0.75,FT,720472150736,10.12,15.58,16.58,Frame Moulding,203,6.82,N,N,N
613676,"W1 CRANBROOK DARK WALNUT 3/4""",0.75,FT,720472150743,9.22,14.63,15.63,Frame Moulding,286,6.57,N,N,N
613677,"W1 CRANBROOK NAT MAPLE 3/4""",0.75,FT,720472150750,10.48,16.34,17.34,Frame Moulding,216,7.22,N,N,N
614410,"W2 DILLON WALNUT FLAT 2 1/16""",2.3125,FT,720472179256,15.26,24.17,25.17,Frame Moulding,90,10.34,N,N,N
614420,"W2 DILLON TIMBER FLAT 2 1/16""",2.3125,FT,720472179263,15.25,24.29,25.29,Frame Moulding,126,10.39,N,N,N
614430,"W2 DILLON GREY FLAT 2 1/16""",2.3125,FT,720472179270,17.57,24.41,25.41,Frame Moulding,80,11.42,N,N,N
616110," ALLOY 1 3/4"" Float Nickel",1.75,FT,720472196246,13.93,20.21,21.21,Frame Moulding,118,9.76,N,N,N
616111,ALLOY 1 3/4 FLT GUNMETAL,1.75,FT,720472196253,13.96,20.24,21.24,Frame Moulding,118,9.8,Y,N,N
616112,ALLOY 1 3/4 FLT SFT GOLD,1.75,FT,720472196260,13.88,20.14,21.14,Frame Moulding,118,9.74,Y,N,N
616113,ALLOY 1 3/4 FLT CHAMPGNE,1.75,FT,720472196277,13.95,20.23,21.23,Frame Moulding,118,9.78,Y,N,N
616361,"W2 ANTICA CHESTNUT 2 1/8""",2.125,FT,720472141246,17.19,26.21,27.21,Frame Moulding,103,11.03,N,N,N
616362,"W2 ANTICA CHARCOAL 2 1/8""",2.125,FT,720472141253,17.18,26.13,27.13,Frame Moulding,111,11.01,N,N,N
616904,W1 METALIA II BLACK SLIM FLOAT,1.75,FT,720472196963,9.89,15.82,16.82,Frame Moulding,118,8.02,N,N,N
616905,W1 METALIA II SILVER SLIM FLT,1.75,FT,720472196970,9.89,15.82,16.82,Frame Moulding,118,8.02,Y,N,N
616906,W1 METALIA II GOLD SLIM FLOAT,1.75,FT,720472196987,9.89,15.82,16.82,Frame Moulding,118,8.02,N,N,N
616907,W1 METALIA II CHAMPAGNE SL FLT,1.75,FT,720472196994,9.89,15.82,16.82,Frame Moulding,118,8.02,Y,N,N
616908,W1 METALIA II BRASS SLIM FLOAT,1.75,FT,720472197007,9.89,15.82,16.82,Frame Moulding,118,8.02,N,N,N
616909,W1 METALIA II GUNMETAL SL FLT,1.75,FT,720472197014,9.89,15.82,16.82,Frame Moulding,118,8.02,Y,N,N
617482,"W2 JASPER BLACK FLAT 3""",3,FT,720472199230,6.04,7.78,8.78,Frame Moulding,144,4.52,N,N,N
617484,"W2 JASPER WHITE FLAT 3""",3,FT,720472199247,6.11,8.64,9.64,Frame Moulding,144,4.83,N,N,N
618184,W1 L7 SLVR W/WHT FLOAT,1.625,FT,720472168823,15.81,18.17,19.17,Frame Moulding,178,12.51,N,N,N
618185,W1 L7 GOLD W/BLK FLOAT,1.625,FT,720472168830,15.26,17.42,18.42,Frame Moulding,177,11.99,N,N,N
619452,"W2 MUSEO GOLD SCOOP 2 1/4""",2.25,FT,720472196666,7.76,12.42,13.42,Frame Moulding,108,6.29,N,N,N
619453,"W2 MUSEO SILVER SCOOP 2 1/4""",2.25,FT,720472196673,7.76,12.42,13.42,Frame Moulding,108,6.29,N,N,N
619454,"W2 MUSEO BLACK SCOOP 2 1/4""",2.25,FT,720472196680,6.92,11.07,12.07,Frame Moulding,108,5.61,N,N,N
620100,"W2 HAVANA SCOOP 2 7/8"" TOFFEE",2.875,FT,720472191753,11.52,17.34,18.34,Frame Moulding,108,6.91,N,N,N
620200,"W2 HAVANA SCOOP 2 7/8"" COCOA",2.875,FT,720472191760,11.52,17.34,18.34,Frame Moulding,105,6.91,N,N,N
621870,"W2 COLOSSEUM II SFT PEWTER 2""",2,FT,720472199407,10.65,15.56,16.56,Frame Moulding,118,7.45,N,N,N
621871,"W2 COLOSSEUM II TARN SIL 2""",2,FT,720472199414,10.65,15.56,16.56,Frame Moulding,118,7.45,N,N,N
621872,"W2 COLOSSEUM II MOON GOLD 2""",2,FT,720472199421,10.65,15.56,16.56,Frame Moulding,55,7.45,N,N,N
621874,"W2 COLOSSEUM II TITANIUM 2""",2,FT,720472199438,10.65,15.56,16.56,Frame Moulding,68,7.45,N,N,N
621876,"W2 COLOSSEUM II STEEL BLUE 2""",2,FT,720472199445,10.65,15.56,16.56,Frame Moulding,118,7.45,N,N,N
621877,"W2 COLOSSEUM SLOPE BL OXIDE 2""",2,FT,720472197236,10.65,15.56,16.56,Frame Moulding,59,7.45,N,N,N
623181,"W1 CRANBROOK NAT CHR FLOAT 2""",1.875,FT,720472168021,12.79,19.39,20.39,Frame Moulding,105,9.26,N,N,N
623183,"W1 CRANBROOK WHT MPL FLOAT 2""",1.875,FT,720472168014,14.3,20.92,21.92,Frame Moulding,87,9.6,N,N,N
623674,"W1 CRANBROOK EB WAL FLOAT 2""",1.875,FT,720472150767,11.9,19.27,20.27,Frame Moulding,114,9.24,N,N,N
623675,"W1 CRANBROOK NAT WAL FLOAT 2""",1.875,FT,720472150774,12.07,19.56,20.56,Frame Moulding,85,9.4,N,N,N
623676,"W1 CRANBROOK DK WAL FLOAT 2""",1.875,FT,720472150781,12.21,19.77,20.77,Frame Moulding,111,9.48,N,N,N
623677,"W1 CRANBROOK NAT MPL FLOAT 2""",1.875,FT,720472150798,14.04,22.76,23.76,Frame Moulding,100,11.11,N,N,N
625200,"W2 SALON RIB SCP GLD 2 5/16""",2.3125,FT,720472191128,9.97,13.66,14.66,Frame Moulding,144,7,N,N,N
626234,"W1 MODERNE GOLD FLOAT 2""",1.9375,FT,720472196833,9.62,13.94,14.94,Frame Moulding,85,6.41,N,N,N
626236,"W1 MODERNE SILVER FLOAT 2""",1.9375,FT,720472196840,9.62,13.94,14.94,Frame Moulding,85,6.41,N,N,N
628184,W1 L7 SLVR W/WHT    FLOAT,2.375,FT,720472168854,20.57,23.57,24.57,Frame Moulding,64,16.27,N,N,N
628185,W1 L7 GOLD W/BLK   FLOAT,2.375,FT,720472168861,19.41,22.42,23.42,Frame Moulding,56,15.44,N,N,N
628186,W1 L7 SLVR W/BLK   FLOAT,2.375,FT,720472168878,19.87,22.79,23.79,Frame Moulding,73,15.72,N,N,N
630200,"W2 SALON LARGE PANEL GOLD  3 """,3,FT,720472191142,10.3,14.11,15.11,Frame Moulding,108,7.22,N,N,N
630225,"W2 SALON LARGE PANEL SILVER 3""",3,FT,720472191159,11.28,15.46,16.46,Frame Moulding,108,7.91,N,N,N
632900,"W1 FOUNDRY RVRSE BRASS 2 9/16""",2.5625,FT,720472179799,15.46,23.66,24.66,Frame Moulding,90,10.45,N,N,N
638120,"W2 DRESDEN BLK/SLVR 2 3/8""",2.375,FT,720472163453,15.39,20.44,21.44,Frame Moulding,114,10.8,N,N,N
645706,"W2 OLSEN MAPLE FLAT 2 3/4""",2.75,FT,720472199773,10.65,14.84,15.84,Frame Moulding,78,6.77,N,N,N
645708,"W2 OLSEN OAK FLAT 2 3/4""",2.75,FT,720472199780,10.65,14.84,15.84,Frame Moulding,78,6.77,N,N,N
650790,W2 LUCERNE ONYX/SILVER 2 1/16,2.0625,FT,720472154543,21.51,30.3,31.3,Frame Moulding,90,14.48,N,N,N
650793,"W2 LUCERNE TOPAZ 2 1/16""",2.0625,FT,720472154574,21.83,30.75,31.75,Frame Moulding,90,14.69,N,N,N
655252,"W2 FERROSA PEWTER 2 1/2""",2.5625,FT,720472138987,17.93,25.42,26.42,Frame Moulding,115,12.17,N,N,N
655254,"W2 FERROSA IRON 2 1/2""",2.5625,FT,720472138994,17.76,25.2,26.2,Frame Moulding,90,12.08,N,N,N
656516,"W2 ANSLEY CHERRY 2 3/4""",2.75,FT,720472144582,8.98,15.02,16.02,Frame Moulding,189,5.92,N,N,N
656517,"W2 ANSLEY COFFEE 2 3/4""",2.75,FT,720472144599,8.98,15.02,16.02,Frame Moulding,189,5.92,N,N,N
656518,"W2 ANSLEY GRAY 2 3/4""",2.75,FT,720472144605,8.81,14.73,15.73,Frame Moulding,189,5.81,N,N,N
657591,W2 MARAIS EUR GOLD PANEL 2 3/4,2.75,FT,720472146821,10.41,15.52,16.52,Frame Moulding,108,6.73,N,N,N
657592,W2 MARAIS EUR SILVER PNL 2 3/4,2.75,FT,720472146838,10.41,15.52,16.52,Frame Moulding,105,6.73,N,N,N
657593,"W2 MARAIS BLK PUNCH PNL 2 3/4""",2.75,FT,720472156707,11.49,17.17,18.17,Frame Moulding,108,6.99,N,N,N
658141,W0 CHAMBORD SLVR FLOAT 2 9/16,2.5625,FT,720472178112,27.07,35.05,36.05,Frame Moulding,70,21.2,N,N,N
663175,W1 CRANBROOK NA WAL TCAP 13/16,0.8125,FT,720472167864,14.53,20.55,21.55,Frame Moulding,140,9.77,N,N,N
663176,W1 CRANBROOK DK WAL TCAP 13/16,0.8125,FT,720472167857,14.53,20.55,21.55,Frame Moulding,110,9.77,N,N,N
663177,W1 CRANBROOK NA MPL TCAP 13/16,0.8125,FT,720472167833,15.93,21.56,22.56,Frame Moulding,184,10.31,N,N,N
663180,W1 CRANBROOK EB WAL TCAP 13/16,0.8125,FT,720472167840,14.53,20.55,21.55,Frame Moulding,195,9.76,N,N,N
667593,"W2 MARAIS BLK PLAIN PNL 2 3/4""",2.75,FT,720472156714,11.49,17.17,18.17,Frame Moulding,108,6.99,N,N,N
671082,"W2 SOHO BLK SLOPE W/BEV 2 3/4""",2.75,FT,720472134965,6.92,9.93,10.93,Frame Moulding,189,4.39,N,N,N
674077,"W2 PRAGUE BAR/SLVR REV 2 3/4""",2.8125,FT,720472134750,21.27,34.89,35.89,Frame Moulding,48,14.55,N,N,N
679100,"W2 H4 Rev 2 5/8"" Nat",2.625,FT,720472191975,10.54,15.8,16.8,Frame Moulding,90,6.94,N,N,N
679200,"W2 H4 Rev Wal 2 5/8"" Wal",2.625,FT,720472191982,10.55,15.81,16.81,Frame Moulding,98,7.01,N,N,N
680465,W2 LILLE LRG SCP 2 15/16 SILVR,2.875,FT,720472183369,16.43,24.7,25.7,Frame Moulding,60,11.56,N,N,N
680470,W2 LILLE LRG SCP 2 15/16 PEWTR,2.875,FT,720472183376,15.83,23.78,24.78,Frame Moulding,104,11.14,N,N,N
685200,W2 Salzburg Round 2 3/16 Silv,2.1875,FT,720472191845,11.74,16.48,17.48,Frame Moulding,88,7.52,N,N,N
686180,"W2 HUDSON GOLD PANEL 3""",3,FT,720472172714,10.55,15.93,16.93,Frame Moulding,99,6.91,N,N,N
686190,"W2 HUDSON SILVER PANEL 3""",3,FT,720472172721,10.19,15.4,16.4,Frame Moulding,99,6.68,N,N,N
686200,"W2 HUDSON II IVORY PANEL 3""",3,FT,720472183888,9.81,14.74,15.74,Frame Moulding,99,6.46,N,N,N
686210,"W2 HUDSON II BLACK PANEL 3""",3,FT,720472183895,9.86,14.82,15.82,Frame Moulding,99,6.49,N,N,N
686220,"W2 HUDSON II BLKGLD PANEL 3""",3,FT,720472183901,10.38,15.66,16.66,Frame Moulding,99,6.84,N,N,N
687810,"W1 Perimtr Cube 1 3/16"" Silvr",1.1875,FT,720472195003,4.17,6.26,7.26,Frame Moulding,219,2.91,N,N,N
695100,"W0 EIFFEL 3"" FLOAT SILVER",2.875,FT,720472193436,21.76,25.56,26.56,Frame Moulding,37,15.27,N,N,N
695110,"W0 EIFFEL 3"" FLOAT PEWTER",2.875,FT,720472193443,22.1,25.97,26.97,Frame Moulding,35,15.5,N,N,N
695120,"W0 EIFFEL 3"" FLOAT GOLD",2.875,FT,720472193450,22.08,25.94,26.94,Frame Moulding,51,15.48,N,N,N
695130,"W0 EIFFEL 3"" FLOAT BRONZE",2.875,FT,720472193467,22.09,25.95,26.95,Frame Moulding,39,15.49,N,N,N
697805,"W2 Primtr Lg Cube 2 1/16"" Chmp",2.0625,FT,720472195041,6.1,8.54,9.54,Frame Moulding,118,4.23,N,N,N
700240,"W2 JAVA BEAN 3 1/4""",3.25,FT,720472138871,19.59,30.18,31.18,Frame Moulding,43,13.73,N,N,N
70-100M,"NATURAL MAPLE  3/4 """,0.75,FT,720472187947,9.56,12.57,13.57,Frame Moulding,270,6.23,N,N,N
701452,"W2 MUSEO GOLD PANEL 3 1/4""",3.25,FT,720472196697,11.56,18.5,19.5,Frame Moulding,72,9.38,N,N,N
701453,"W2 MUSEO SILVER PANEL 3 1/4""",3.25,FT,720472196703,11.56,18.5,19.5,Frame Moulding,72,9.38,N,N,N
701454,"W2 MUSEO BLACK PANEL 3 1/4""",3.25,FT,720472196710,10.17,16.27,17.27,Frame Moulding,72,8.25,N,N,N
704100,W2 PANZANO LG SCOOP PEAT 3 1/4,3.25,FT,720472191463,26.92,41.33,42.33,Frame Moulding,78,15.88,N,N,N
71-051W,"SOLID WALNUT 3/4""",0.75,FT,720472184656,12.62,16.91,17.91,Frame Moulding,230,8.1,N,N,N
71-100M,"NATURAL MAPLE 3/4""",0.75,FT,720472184663,10.73,14.18,15.18,Frame Moulding,218,7.1,N,N,N
