Mldg #,Width,Rabbet Height,Lip Size,Length,Chop,Join,Group,Description,UPC
544M9,0.75,1.328,0.25,10.49,14.48,20.27,Wood,Wheat #544 Maple,
FC-544M9,0.75,1.328,0.25,,,30.83,Wood,FC Wheat #544 Maple,
544WR,0.75,1.328,0.25,10.23,14.94,23.9,Wood,Raw #544 Walnut,
FC-544WR,0.75,1.328,0.25,,,35.57,Wood,FC Raw #544 Walnut,
544WF,0.75,1.328,0.25,15.66,22.86,32,Wood,Oil & Wax #544 Walnut,
FC-544WF,0.75,1.328,0.25,,,36.25,Wood,FC Oil & Wax #544 Walnut,
544WP,0.75,1.328,0.25,15.93,23.26,32.56,Wood,Padauk #544 Walnut,
FC-544WP,0.75,1.328,0.25,,,36.94,Wood,FC Padauk #544 Walnut,
544WB,0.75,1.328,0.25,15.93,23.26,32.56,Wood,Special Dark #544 Walnut,
FC-544WB,0.75,1.328,0.25,,,36.94,Wood,FC Special Dark #544 Walnut,
544WE,0.75,1.328,0.25,15.66,22.86,32,Wood,Ebony #544 Walnut,
FC-544WE,0.75,1.328,0.25,,,36.94,Wood,FC Ebony #544 Walnut,
544WK,0.75,1.328,0.25,14.82,21.64,30.3,Wood,Satin Black #544 Walnut,
FC-544WK,0.75,1.328,0.25,,,36.25,Wood,FC Satin Black #544 Walnut,
544W1,0.75,1.328,0.25,14.82,21.64,30.3,Wood,Light Grey #544 Walnut,
FC-544W1,0.75,1.328,0.25,,,36.25,Wood,FC Light Grey #544 Walnut,
544W2,0.75,1.328,0.25,14.82,21.64,30.3,Wood,Medium Grey #544 Walnut,
FC-544W2,0.75,1.328,0.25,,,36.25,Wood,FC Medium Grey #544 Walnut,
544W3,0.75,1.328,0.25,14.82,21.64,30.3,Wood,Dark Grey #544 Walnut,
FC-544W3,0.75,1.328,0.25,,,36.25,Wood,FC Dark Grey #544 Walnut,
544VR,0.75,1.328,0.25,7.36,12.14,19.42,Wood,Raw #544 White Oak,
FC-544VR,0.75,1.328,0.25,,,32.77,Wood,FC Raw #544 White Oak,
544VF,0.75,1.328,0.25,10.62,17.52,24.53,Wood,Oil & Wax #544 White Oak,
FC-544VF,0.75,1.328,0.25,,,33.45,Wood,FC Oil & Wax #544 White Oak,
544VL,0.75,1.328,0.25,10.89,17.97,25.16,Wood,Clear Lacquer #544 White Oak,
FC-544VL,0.75,1.328,0.25,,,33.45,Wood,FC Clear Lacquer #544 White Oak,
544VC,0.75,1.328,0.25,12.79,21.1,29.54,Wood,Charcoal #544 White Oak,
FC-544VC,0.75,1.328,0.25,,,34.14,Wood,FC Charcoal #544 White Oak,
544VM,0.75,1.328,0.25,12.79,21.1,29.54,Wood,Mission #544 White Oak,
FC-544VM,0.75,1.328,0.25,,,34.14,Wood,FC Mission #544 White Oak,
544V7,0.75,1.328,0.25,12.79,21.1,29.54,Wood,Bleached #544 White Oak,
FC-544V7,0.75,1.328,0.25,,,34.14,Wood,FC Bleached #544 White Oak,
900BR,0.75,0.375,0.313,2.15,3.14,4.71,Wood,Raw #900 Basswood,
FC-900BR,0.75,0.375,0.313,,,23.08,Wood,FC Raw #900 Basswood,
900BF,0.75,0.375,0.313,5.41,7.9,10.66,Wood,Oil & Wax #900 Basswood,
FC-900BF,0.75,0.375,0.313,,,23.77,Wood,FC Oil & Wax #900 Basswood,
900CR,0.75,0.375,0.313,3.61,5.27,7.9,Wood,Raw #900 Cherry,
FC-900CR,0.75,0.375,0.313,,,25.21,Wood,FC Raw #900 Cherry,
900CF,0.75,0.375,0.313,7.14,10.42,14.07,Wood,Oil & Wax #900 Cherry,
FC-900CF,0.75,0.375,0.313,,,25.9,Wood,FC Oil & Wax #900 Cherry,
900CL,0.75,0.375,0.313,9.04,13.2,17.82,Wood,Clear Lacquer #900 Cherry,
FC-900CL,0.75,0.375,0.313,,,27.27,Wood,FC Clear Lacquer #900 Cherry,
900CG,0.75,0.375,0.313,9.04,13.2,17.82,Wood,Aged #900 Cherry,
FC-900CG,0.75,0.375,0.313,,,27.27,Wood,FC Aged #900 Cherry,
900CQ,0.75,0.375,0.313,9.04,13.2,17.82,Wood,Antique #900 Cherry,
FC-900CQ,0.75,0.375,0.313,,,27.27,Wood,FC Antique #900 Cherry,
900CD,0.75,0.375,0.313,9.04,13.2,17.82,Wood,Black Cherry #900 Cherry,
FC-900CD,0.75,0.375,0.313,,,27.96,Wood,FC Black Cherry #900 Cherry,
900MR,0.75,0.375,0.313,4.04,5.58,8.37,Wood,Raw #900 Maple,
FC-900MR,0.75,0.375,0.313,,,25.52,Wood,FC Raw #900 Maple,
900MF,0.75,0.375,0.313,7.3,10.07,13.59,Wood,Oil & Wax #900 Maple,
FC-900MF,0.75,0.375,0.313,,,26.21,Wood,FC Oil & Wax #900 Maple,
900ML,0.75,0.375,0.313,7.57,10.45,14.11,Wood,Clear Lacquer #900 Maple,
FC-900ML,0.75,0.375,0.313,,,26.21,Wood,FC Clear Lacquer #900 Maple,
900MW,0.75,0.375,0.313,8.63,11.91,16.08,Wood,WhiteWash #900 Maple,
FC-900MW,0.75,0.375,0.313,,,26.89,Wood,FC WhiteWash #900 Maple,
900MT,0.75,0.375,0.313,7.84,10.82,14.61,Wood,White #900 Maple,
FC-900MT,0.75,0.375,0.313,,,27.58,Wood,FC White #900 Maple,
900MK,0.75,0.375,0.313,7.84,10.82,14.61,Wood,Satin Black #900 Maple,
FC-900MK,0.75,0.375,0.313,,,27.58,Wood,FC Satin Black #900 Maple,
900MA,0.75,0.375,0.313,7.84,10.82,14.61,Wood,Warm White #900 Maple,
FC-900MA,0.75,0.375,0.313,,,27.58,Wood,FC Warm White #900 Maple,
900MI,0.75,0.375,0.313,7.84,10.82,14.61,Wood,Rising White #900 Maple,
FC-900MI,0.75,0.375,0.313,,,27.58,Wood,FC Rising White #900 Maple,
900M1,0.75,0.375,0.313,7.84,10.82,14.61,Wood,Light Grey #900 Maple,
FC-900M1,0.75,0.375,0.313,,,27.58,Wood,FC Light Grey #900 Maple,
900M2,0.75,0.375,0.313,7.84,10.82,14.61,Wood,Medium Grey #900 Maple,
FC-900M2,0.75,0.375,0.313,,,27.58,Wood,FC Medium Grey #900 Maple,
900M3,0.75,0.375,0.313,7.84,10.82,14.61,Wood,Dark Grey #900 Maple,
FC-900M3,0.75,0.375,0.313,,,27.58,Wood,FC Dark Grey #900 Maple,
900M9,0.75,0.375,0.313,7.84,10.82,14.61,Wood,Wheat #900 Maple,
FC-900M9,0.75,0.375,0.313,,,27.58,Wood,FC Wheat #900 Maple,
901BR,0.75,0.687,0.313,2.27,3.31,4.96,Wood,Raw #901 Basswood,
FC-901BR,0.75,0.687,0.313,,,23.94,Wood,FC Raw #901 Basswood,
901BF,0.75,0.687,0.313,5.53,8.07,10.89,Wood,Oil & Wax #901 Basswood,
FC-901BF,0.75,0.687,0.313,,,24.62,Wood,FC Oil & Wax #901 Basswood,
901CR,0.75,0.687,0.313,4.71,6.88,10.32,Wood,Raw #901 Cherry,
FC-901CR,0.75,0.687,0.313,,,27.51,Wood,FC Raw #901 Cherry,
901CF,0.75,0.687,0.313,8.24,12.03,16.24,Wood,Oil & Wax #901 Cherry,
FC-901CF,0.75,0.687,0.313,,,28.19,Wood,FC Oil & Wax #901 Cherry,
901CL,0.75,0.687,0.313,10.14,14.8,19.98,Wood,Clear Lacquer #901 Cherry,
FC-901CL,0.75,0.687,0.313,,,29.57,Wood,FC Clear Lacquer #901 Cherry,
901CG,0.75,0.687,0.313,10.14,14.8,19.98,Wood,Aged #901 Cherry,
FC-901CG,0.75,0.687,0.313,,,29.57,Wood,FC Aged #901 Cherry,
901CQ,0.75,0.687,0.313,10.14,14.8,19.98,Wood,Antique #901 Cherry,
FC-901CQ,0.75,0.687,0.313,,,29.57,Wood,FC Antique #901 Cherry,
901CD,0.75,0.687,0.313,10.14,14.8,19.98,Wood,Black Cherry #901 Cherry,
FC-901CD,0.75,0.687,0.313,,,30.26,Wood,FC Black Cherry #901 Cherry,
901MR,0.75,0.687,0.313,4.9,6.76,10.14,Wood,Raw #901 Maple,
FC-901MR,0.75,0.687,0.313,,,27.39,Wood,FC Raw #901 Maple,
901MF,0.75,0.687,0.313,8.16,11.26,15.2,Wood,Oil & Wax #901 Maple,
FC-901MF,0.75,0.687,0.313,,,28.07,Wood,FC Oil & Wax #901 Maple,
901ML,0.75,0.687,0.313,8.43,11.63,15.7,Wood,Clear Lacquer #901 Maple,
FC-901ML,0.75,0.687,0.313,,,28.07,Wood,FC Clear Lacquer #901 Maple,
901MW,0.75,0.687,0.313,9.49,13.1,17.69,Wood,WhiteWash #901 Maple,
FC-901MW,0.75,0.687,0.313,,,28.76,Wood,FC WhiteWash #901 Maple,
901MT,0.75,0.687,0.313,8.7,12.01,16.21,Wood,White #901 Maple,
FC-901MT,0.75,0.687,0.313,,,29.45,Wood,FC White #901 Maple,
901MK,0.75,0.687,0.313,8.7,12.01,16.21,Wood,Satin Black #901 Maple,
FC-901MK,0.75,0.687,0.313,,,29.45,Wood,FC Satin Black #901 Maple,
901MA,0.75,0.687,0.313,8.7,12.01,16.21,Wood,Warm White #901 Maple,
FC-901MA,0.75,0.687,0.313,,,29.45,Wood,FC Warm White #901 Maple,
901MI,0.75,0.687,0.313,8.7,12.01,16.21,Wood,Rising White #901 Maple,
FC-901MI,0.75,0.687,0.313,,,29.45,Wood,FC Rising White #901 Maple,
901M1,0.75,0.687,0.313,8.7,12.01,16.21,Wood,Light Grey #901 Maple,
FC-901M1,0.75,0.687,0.313,,,29.45,Wood,FC Light Grey #901 Maple,
901M2,0.75,0.687,0.313,8.7,12.01,16.21,Wood,Medium Grey #901 Maple,
FC-901M2,0.75,0.687,0.313,,,29.45,Wood,FC Medium Grey #901 Maple,
901M3,0.75,0.687,0.313,8.7,12.01,16.21,Wood,Dark Grey #901 Maple,
FC-901M3,0.75,0.687,0.313,,,29.45,Wood,FC Dark Grey #901 Maple,
901M9,0.75,0.687,0.313,8.7,12.01,16.21,Wood,Wheat #901 Maple,
FC-901M9,0.75,0.687,0.313,,,29.45,Wood,FC Wheat #901 Maple,
902BR,0.75,0.625,0.313,2.65,3.87,5.8,Wood,Raw #902 Basswood,
FC-902BR,0.75,0.625,0.313,,,24.5,Wood,FC Raw #902 Basswood,
902BF,0.75,0.625,0.313,5.91,8.63,11.65,Wood,Oil & Wax #902 Basswood,
FC-902BF,0.75,0.625,0.313,,,25.18,Wood,FC Oil & Wax #902 Basswood,
902CR,0.75,0.625,0.313,5.72,8.35,12.52,Wood,Raw #902 Cherry,
FC-902CR,0.75,0.625,0.313,,,28.98,Wood,FC Raw #902 Cherry,
902CF,0.75,0.625,0.313,9.25,13.5,18.23,Wood,Oil & Wax #902 Cherry,
FC-902CF,0.75,0.625,0.313,,,29.66,Wood,FC Oil & Wax #902 Cherry,
902CL,0.75,0.625,0.313,11.15,16.28,21.98,Wood,Clear Lacquer #902 Cherry,
FC-902CL,0.75,0.625,0.313,,,31.04,Wood,FC Clear Lacquer #902 Cherry,
902CG,0.75,0.625,0.313,11.15,16.28,21.98,Wood,Aged #902 Cherry,
FC-902CG,0.75,0.625,0.313,,,31.04,Wood,FC Aged #902 Cherry,
902CQ,0.75,0.625,0.313,11.15,16.28,21.98,Wood,Antique #902 Cherry,
FC-902CQ,0.75,0.625,0.313,,,31.04,Wood,FC Antique #902 Cherry,
902CD,0.75,0.625,0.313,11.15,16.28,21.98,Wood,Black Cherry #902 Cherry,
FC-902CD,0.75,0.625,0.313,,,31.73,Wood,FC Black Cherry #902 Cherry,
902MR,0.75,0.625,0.313,5.71,7.88,11.82,Wood,Raw #902 Maple,
FC-902MR,0.75,0.625,0.313,,,28.51,Wood,FC Raw #902 Maple,
902MF,0.75,0.625,0.313,8.97,12.38,16.71,Wood,Oil & Wax #902 Maple,
FC-902MF,0.75,0.625,0.313,,,29.19,Wood,FC Oil & Wax #902 Maple,
902ML,0.75,0.625,0.313,9.24,12.75,17.21,Wood,Clear Lacquer #902 Maple,
FC-902ML,0.75,0.625,0.313,,,29.19,Wood,FC Clear Lacquer #902 Maple,
902MW,0.75,0.625,0.313,10.3,14.21,19.18,Wood,WhiteWash #902 Maple,
FC-902MW,0.75,0.625,0.313,,,29.88,Wood,FC WhiteWash #902 Maple,
902MT,0.75,0.625,0.313,9.51,13.12,17.71,Wood,White #902 Maple,
FC-902MT,0.75,0.625,0.313,,,30.57,Wood,FC White #902 Maple,
902MK,0.75,0.625,0.313,9.51,13.12,17.71,Wood,Satin Black #902 Maple,
FC-902MK,0.75,0.625,0.313,,,30.57,Wood,FC Satin Black #902 Maple,
902MA,0.75,0.625,0.313,9.51,13.12,17.71,Wood,Warm White #902 Maple,
FC-902MA,0.75,0.625,0.313,,,30.57,Wood,FC Warm White #902 Maple,
902MI,0.75,0.625,0.313,9.51,13.12,17.71,Wood,Rising White #902 Maple,
FC-902MI,0.75,0.625,0.313,,,30.57,Wood,FC Rising White #902 Maple,
902M1,0.75,0.625,0.313,9.51,13.12,17.71,Wood,Light Grey #902 Maple,
FC-902M1,0.75,0.625,0.313,,,30.57,Wood,FC Light Grey #902 Maple,
902M2,0.75,0.625,0.313,9.51,13.12,17.71,Wood,Medium Grey #902 Maple,
FC-902M2,0.75,0.625,0.313,,,30.57,Wood,FC Medium Grey #902 Maple,
902M3,0.75,0.625,0.313,9.51,13.12,17.71,Wood,Dark Grey #902 Maple,
FC-902M3,0.75,0.625,0.313,,,30.57,Wood,FC Dark Grey #902 Maple,
902M9,0.75,0.625,0.313,9.51,13.12,17.71,Wood,Wheat #902 Maple,
FC-902M9,0.75,0.625,0.313,,,30.57,Wood,FC Wheat #902 Maple,
916CR,0.5,1.875,0,5.72,8.35,12.52,Wood,Raw #916 Cherry,
FC-916CR,0.5,1.875,0,,,29.66,Wood,FC Raw #916 Cherry,
916CF,0.5,1.875,0,9.25,13.5,18.23,Wood,Oil & Wax #916 Cherry,
FC-916CF,0.5,1.875,0,,,30.35,Wood,FC Oil & Wax #916 Cherry,
916CL,0.5,1.875,0,11.15,16.28,21.98,Wood,Clear Lacquer #916 Cherry,
FC-916CL,0.5,1.875,0,,,31.73,Wood,FC Clear Lacquer #916 Cherry,
916CG,0.5,1.875,0,11.15,16.28,21.98,Wood,Aged #916 Cherry,
FC-916CG,0.5,1.875,0,,,31.73,Wood,FC Aged #916 Cherry,
916CQ,0.5,1.875,0,11.15,16.28,21.98,Wood,Antique #916 Cherry,
FC-916CQ,0.5,1.875,0,,,31.73,Wood,FC Antique #916 Cherry,
916CD,0.5,1.875,0,11.15,16.28,21.98,Wood,Black Cherry #916 Cherry,
FC-916CD,0.5,1.875,0,,,32.41,Wood,FC Black Cherry #916 Cherry,
916MR,0.5,1.875,0,5.71,7.88,11.82,Wood,Raw #916 Maple,
FC-916MR,0.5,1.875,0,,,29.19,Wood,FC Raw #916 Maple,
916MF,0.5,1.875,0,8.97,12.38,16.71,Wood,Oil & Wax #916 Maple,
FC-916MF,0.5,1.875,0,,,29.88,Wood,FC Oil & Wax #916 Maple,
916ML,0.5,1.875,0,9.24,12.75,17.21,Wood,Clear Lacquer #916 Maple,
FC-916ML,0.5,1.875,0,,,29.88,Wood,FC Clear Lacquer #916 Maple,
916MW,0.5,1.875,0,10.3,14.21,19.18,Wood,WhiteWash #916 Maple,
FC-916MW,0.5,1.875,0,,,30.57,Wood,FC WhiteWash #916 Maple,
916MT,0.5,1.875,0,9.51,13.12,17.71,Wood,White #916 Maple,
FC-916MT,0.5,1.875,0,,,31.26,Wood,FC White #916 Maple,
916MK,0.5,1.875,0,9.51,13.12,17.71,Wood,Satin Black #916 Maple,
FC-916MK,0.5,1.875,0,,,31.26,Wood,FC Satin Black #916 Maple,
916MA,0.5,1.875,0,9.51,13.12,17.71,Wood,Warm White #916 Maple,
FC-916MA,0.5,1.875,0,,,31.26,Wood,FC Warm White #916 Maple,
916MI,0.5,1.875,0,9.51,13.12,17.71,Wood,Rising White #916 Maple,
FC-916MI,0.5,1.875,0,,,31.26,Wood,FC Rising White #916 Maple,
916M1,0.5,1.875,0,9.51,13.12,17.71,Wood,Light Grey #916 Maple,
FC-916M1,0.5,1.875,0,,,31.26,Wood,FC Light Grey #916 Maple,
916M2,0.5,1.875,0,9.51,13.12,17.71,Wood,Medium Grey #916 Maple,
FC-916M2,0.5,1.875,0,,,31.26,Wood,FC Medium Grey #916 Maple,
916M3,0.5,1.875,0,9.51,13.12,17.71,Wood,Dark Grey #916 Maple,
FC-916M3,0.5,1.875,0,,,31.26,Wood,FC Dark Grey #916 Maple,
916M9,0.5,1.875,0,9.51,13.12,17.71,Wood,Wheat #916 Maple,
FC-916M9,0.5,1.875,0,,,31.26,Wood,FC Wheat #916 Maple,
916WR,0.5,1.875,0,10.52,15.36,23.04,Wood,Raw #916 Walnut,
FC-916WR,0.5,1.875,0,,,39.42,Wood,FC Raw #916 Walnut,
916WF,0.5,1.875,0,15.11,22.06,29.78,Wood,Oil & Wax #916 Walnut,
FC-916WF,0.5,1.875,0,,,50.36,Wood,FC Oil & Wax #916 Walnut,
916WP,0.5,1.875,0,15.95,23.29,31.44,Wood,Padauk #916 Walnut,
FC-916WP,0.5,1.875,0,,,55.36,Wood,FC Padauk #916 Walnut,
916WB,0.5,1.875,0,15.95,23.29,31.44,Wood,Special Dark #916 Walnut,
FC-916WB,0.5,1.875,0,,,55.36,Wood,FC Special Dark #916 Walnut,
916WE,0.5,1.875,0,15.11,22.06,29.78,Wood,Ebony #916 Walnut,
FC-916WE,0.5,1.875,0,,,55.36,Wood,FC Ebony #916 Walnut,
916WK,0.5,1.875,0,14.32,20.91,28.23,Wood,Satin Black #916 Walnut,
FC-916WK,0.5,1.875,0,,,50.36,Wood,FC Satin Black #916 Walnut,
916W1,0.5,1.875,0,14.32,20.91,28.23,Wood,Light Grey #916 Walnut,
FC-916W1,0.5,1.875,0,,,50.36,Wood,FC Light Grey #916 Walnut,
916W2,0.5,1.875,0,14.32,20.91,28.23,Wood,Medium Grey #916 Walnut,
FC-916W2,0.5,1.875,0,,,50.36,Wood,FC Medium Grey #916 Walnut,
916W3,0.5,1.875,0,14.32,20.91,28.23,Wood,Dark Grey #916 Walnut,
FC-916W3,0.5,1.875,0,,,50.36,Wood,FC Dark Grey #916 Walnut,
917AR,0.5,1.875,0,9.26,13.52,21.63,Wood,Raw #917 Ash,
FC-917AR,0.5,1.875,0,,,34.15,Wood,FC Raw #917 Ash,
917AF,0.5,1.875,0,12.79,18.67,26.14,Wood,Oil & Wax #917 Ash,
FC-917AF,0.5,1.875,0,,,34.83,Wood,FC Oil & Wax #917 Ash,
917AL,0.5,1.875,0,13.85,20.22,28.31,Wood,Clear Lacquer #917 Ash,
FC-917AL,0.5,1.875,0,,,34.83,Wood,FC Clear Lacquer #917 Ash,
917AW,0.5,1.875,0,14.96,21.84,30.58,Wood,WhiteWash #917 Ash,
FC-917AW,0.5,1.875,0,,,35.52,Wood,FC WhiteWash #917 Ash,
917AT,0.5,1.875,0,14.96,21.84,30.58,Wood,White #917 Ash,
FC-917AT,0.5,1.875,0,,,36.9,Wood,FC White #917 Ash,
917AK,0.5,1.875,0,14.96,21.84,30.58,Wood,Satin Black #917 Ash,
FC-917AK,0.5,1.875,0,,,36.9,Wood,FC Satin Black #917 Ash,
917AA,0.5,1.875,0,14.96,21.84,30.58,Wood,Warm White #917 Ash,
FC-917AA,0.5,1.875,0,,,36.9,Wood,FC Warm White #917 Ash,
917AC,0.5,1.875,0,14.96,21.84,30.58,Wood,Charcoal #917 Ash,
FC-917AC,0.5,1.875,0,,,36.9,Wood,FC Charcoal #917 Ash,
917AI,0.5,1.875,0,14.96,21.84,30.58,Wood,Rising White #917 Ash,
FC-917AI,0.5,1.875,0,,,36.9,Wood,FC Rising White #917 Ash,
917A1,0.5,1.875,0,14.96,21.84,30.58,Wood,Light Grey #917 Ash,
FC-917A1,0.5,1.875,0,,,36.9,Wood,FC Light Grey #917 Ash,
917A2,0.5,1.875,0,14.96,21.84,30.58,Wood,Medium Grey #917 Ash,
FC-917A2,0.5,1.875,0,,,36.9,Wood,FC Medium Grey #917 Ash,
917A3,0.5,1.875,0,14.96,21.84,30.58,Wood,Dark Grey #917 Ash,
FC-917A3,0.5,1.875,0,,,36.9,Wood,FC Dark Grey #917 Ash,
917CR,0.5,1.875,0,9.9,14.45,23.12,Wood,Raw #917 Cherry,
FC-917CR,0.5,1.875,0,,,35.76,Wood,FC Raw #917 Cherry,
917CF,0.5,1.875,0,13.7,20,28,Wood,Oil & Wax #917 Cherry,
FC-917CF,0.5,1.875,0,,,36.45,Wood,FC Oil & Wax #917 Cherry,
917CL,0.5,1.875,0,15.6,22.78,31.89,Wood,Clear Lacquer #917 Cherry,
FC-917CL,0.5,1.875,0,,,37.83,Wood,FC Clear Lacquer #917 Cherry,
917CG,0.5,1.875,0,15.6,22.78,31.89,Wood,Aged #917 Cherry,
FC-917CG,0.5,1.875,0,,,37.83,Wood,FC Aged #917 Cherry,
917CQ,0.5,1.875,0,15.6,22.78,31.89,Wood,Antique #917 Cherry,
FC-917CQ,0.5,1.875,0,,,37.83,Wood,FC Antique #917 Cherry,
917CD,0.5,1.875,0,15.6,22.78,31.89,Wood,Black Cherry #917 Cherry,
FC-917CD,0.5,1.875,0,,,38.51,Wood,FC Black Cherry #917 Cherry,
917MR,0.5,1.875,0,10.48,14.46,23.14,Wood,Raw #917 Maple,
FC-917MR,0.5,1.875,0,,,35.77,Wood,FC Raw #917 Maple,
917MF,0.5,1.875,0,14.01,19.33,27.06,Wood,Oil & Wax #917 Maple,
FC-917MF,0.5,1.875,0,,,36.46,Wood,FC Oil & Wax #917 Maple,
917ML,0.5,1.875,0,14.28,19.71,27.59,Wood,Clear Lacquer #917 Maple,
FC-917ML,0.5,1.875,0,,,36.46,Wood,FC Clear Lacquer #917 Maple,
917MW,0.5,1.875,0,15.91,21.96,30.74,Wood,WhiteWash #917 Maple,
FC-917MW,0.5,1.875,0,,,37.15,Wood,FC WhiteWash #917 Maple,
917MT,0.5,1.875,0,15.07,20.8,29.12,Wood,White #917 Maple,
FC-917MT,0.5,1.875,0,,,37.84,Wood,FC White #917 Maple,
917MK,0.5,1.875,0,15.07,20.8,29.12,Wood,Satin Black #917 Maple,
FC-917MK,0.5,1.875,0,,,37.84,Wood,FC Satin Black #917 Maple,
917MA,0.5,1.875,0,15.07,20.8,29.12,Wood,Warm White #917 Maple,
FC-917MA,0.5,1.875,0,,,37.84,Wood,FC Warm White #917 Maple,
917MI,0.5,1.875,0,15.07,20.8,29.12,Wood,Rising White #917 Maple,
FC-917MI,0.5,1.875,0,,,37.84,Wood,FC Rising White #917 Maple,
917M1,0.5,1.875,0,15.07,20.8,29.12,Wood,Light Grey #917 Maple,
FC-917M1,0.5,1.875,0,,,37.84,Wood,FC Light Grey #917 Maple,
917M2,0.5,1.875,0,15.07,20.8,29.12,Wood,Medium Grey #917 Maple,
FC-917M2,0.5,1.875,0,,,37.84,Wood,FC Medium Grey #917 Maple,
917M3,0.5,1.875,0,15.07,20.8,29.12,Wood,Dark Grey #917 Maple,
FC-917M3,0.5,1.875,0,,,37.84,Wood,FC Dark Grey #917 Maple,
917M9,0.5,1.875,0,15.07,20.8,29.12,Wood,Wheat #917 Maple,
FC-917M9,0.5,1.875,0,,,37.84,Wood,FC Wheat #917 Maple,
917WR,0.5,1.875,0,17.51,25.56,40.9,Wood,Raw #917 Walnut,
FC-917WR,0.5,1.875,0,,,49.62,Wood,FC Raw #917 Walnut,
917WF,0.5,1.875,0,22.94,33.49,46.89,Wood,Oil & Wax #917 Walnut,
FC-917WF,0.5,1.875,0,,,60.56,Wood,FC Oil & Wax #917 Walnut,
917WP,0.5,1.875,0,23.21,33.89,47.45,Wood,Padauk #917 Walnut,
FC-917WP,0.5,1.875,0,,,65.56,Wood,FC Padauk #917 Walnut,
917WB,0.5,1.875,0,23.21,33.89,47.45,Wood,Special Dark #917 Walnut,
FC-917WB,0.5,1.875,0,,,65.56,Wood,FC Special Dark #917 Walnut,
917WE,0.5,1.875,0,22.94,33.49,46.89,Wood,Ebony #917 Walnut,
FC-917WE,0.5,1.875,0,,,65.56,Wood,FC Ebony #917 Walnut,
917WK,0.5,1.875,0,22.1,32.27,45.18,Wood,Satin Black #917 Walnut,
FC-917WK,0.5,1.875,0,,,60.56,Wood,FC Satin Black #917 Walnut,
917W1,0.5,1.875,0,22.1,32.27,45.18,Wood,Light Grey #917 Walnut,
FC-917W1,0.5,1.875,0,,,60.56,Wood,FC Light Grey #917 Walnut,
917W2,0.5,1.875,0,22.1,32.27,45.18,Wood,Medium Grey #917 Walnut,
FC-917W2,0.5,1.875,0,,,60.56,Wood,FC Medium Grey #917 Walnut,
917W3,0.5,1.875,0,22.1,32.27,45.18,Wood,Dark Grey #917 Walnut,
FC-917W3,0.5,1.875,0,,,60.56,Wood,FC Dark Grey #917 Walnut,
917VR,0.5,1.875,0,14.15,23.35,37.36,Wood,Raw #917 White Oak,
FC-917VR,0.5,1.875,0,,,46.73,Wood,FC Raw #917 White Oak,
917VF,0.5,1.875,0,17.41,28.73,40.22,Wood,Oil & Wax #917 White Oak,
FC-917VF,0.5,1.875,0,,,47.41,Wood,FC Oil & Wax #917 White Oak,
917VL,0.5,1.875,0,17.95,29.62,41.47,Wood,Clear Lacquer #917 White Oak,
FC-917VL,0.5,1.875,0,,,47.41,Wood,FC Clear Lacquer #917 White Oak,
917VC,0.5,1.875,0,19.58,32.31,45.23,Wood,Charcoal #917 White Oak,
FC-917VC,0.5,1.875,0,,,58.35,Wood,FC Charcoal #917 White Oak,
917VM,0.5,1.875,0,19.58,32.31,45.23,Wood,Mission #917 White Oak,
FC-917VM,0.5,1.875,0,,,58.35,Wood,FC Mission #917 White Oak,
917V7,0.5,1.875,0,19.58,32.31,45.23,Wood,Bleached #917 White Oak,
FC-917V7,0.5,1.875,0,,,58.35,Wood,FC Bleached #917 White Oak,
918AR,0.5,2.625,0,9.84,14.37,22.99,Wood,Raw #918 Ash,
FC-918AR,0.5,2.625,0,,,35,Wood,FC Raw #918 Ash,
918AF,0.5,2.625,0,13.37,19.52,27.33,Wood,Oil & Wax #918 Ash,
FC-918AF,0.5,2.625,0,,,35.68,Wood,FC Oil & Wax #918 Ash,
918AL,0.5,2.625,0,14.43,21.07,29.5,Wood,Clear Lacquer #918 Ash,
FC-918AL,0.5,2.625,0,,,35.68,Wood,FC Clear Lacquer #918 Ash,
918AW,0.5,2.625,0,15.54,22.69,31.77,Wood,WhiteWash #918 Ash,
FC-918AW,0.5,2.625,0,,,36.37,Wood,FC WhiteWash #918 Ash,
918AT,0.5,2.625,0,15.54,22.69,31.77,Wood,White #918 Ash,
FC-918AT,0.5,2.625,0,,,37.75,Wood,FC White #918 Ash,
918AK,0.5,2.625,0,15.54,22.69,31.77,Wood,Satin Black #918 Ash,
FC-918AK,0.5,2.625,0,,,37.75,Wood,FC Satin Black #918 Ash,
918AA,0.5,2.625,0,15.54,22.69,31.77,Wood,Warm White #918 Ash,
FC-918AA,0.5,2.625,0,,,37.75,Wood,FC Warm White #918 Ash,
918AC,0.5,2.625,0,15.54,22.69,31.77,Wood,Charcoal #918 Ash,
FC-918AC,0.5,2.625,0,,,37.75,Wood,FC Charcoal #918 Ash,
918AI,0.5,2.625,0,15.54,22.69,31.77,Wood,Rising White #918 Ash,
FC-918AI,0.5,2.625,0,,,37.75,Wood,FC Rising White #918 Ash,
918A1,0.5,2.625,0,15.54,22.69,31.77,Wood,Light Grey #918 Ash,
FC-918A1,0.5,2.625,0,,,37.75,Wood,FC Light Grey #918 Ash,
918A2,0.5,2.625,0,15.54,22.69,31.77,Wood,Medium Grey #918 Ash,
FC-918A2,0.5,2.625,0,,,37.75,Wood,FC Medium Grey #918 Ash,
